Time(ms),AccelX(g),AccelY(g),AccelZ(g),GyroX(dps),GyroY(dps),GyroZ(dps)
0,0.1338,-0.2441,0.9622,-7.2061,-7.9084,18.5954
10,0.1279,-0.2776,0.9363,-3.2214,-3.0534,12.4275
20,0.1311,-0.2451,0.9248,-1.6489,0.7786,7.4504
30,0.134,-0.2424,0.9219,-4.2901,4.855,2.0305
40,0.1475,-0.2134,0.9338,-1.3282,11.6489,-2.5954
50,0.1487,-0.1245,0.9856,-2.9618,13.6794,-1.2061
60,0.1304,-0.1277,1.0276,-6.5496,9.6336,2.229
70,0.1167,-0.1899,1.0359,-7.5878,5.374,1.9237
80,0.1262,-0.1641,1.0234,-4.7023,4.0916,2.0
90,0.1277,-0.1558,1.0264,-4.6107,2.5954,5.0382
100,0.1204,-0.2,1.0288,-4.6107,-0.3817,5.2214
110,0.1235,-0.186,1.0269,-3.8931,-2.3969,3.8168
120,0.1306,-0.198,1.0024,-4.5802,-3.8779,4.0763
130,0.1287,-0.23,0.9895,-2.4885,-4.9466,1.4656
140,0.1482,-0.178,0.9619,-1.8779,-3.2672,0.3511
150,0.155,-0.1528,0.9719,-3.0382,-1.4962,2.1374
160,0.1516,-0.1743,0.9878,-2.7176,-2.7023,1.2061
170,0.1624,-0.116,0.9802,-4.2901,-2.3664,2.9008
180,0.1514,-0.1665,0.9883,-5.3588,-2.626,4.3664
190,0.1768,-0.1187,0.9895,-2.626,-2.0305,2.9466
200,0.168,-0.103,1.0178,-5.6794,-3.4962,8.5496
210,0.1436,-0.2207,1.011,-5.6489,-11.1908,6.9466
220,0.1548,-0.2507,0.95,-3.6031,-10.687,2.0611
230,0.1743,-0.1907,0.9231,3.4198,-3.2366,-0.5802
240,0.1731,-0.1438,0.968,2.7786,-0.855,1.8168
250,0.1621,-0.1931,1.0066,0.2901,-7.2672,0.0458
260,0.1741,-0.1943,0.9546,-0.6412,-8.1679,-1.7863
270,0.1809,-0.1667,0.9236,3.313,-1.8168,-3.5115
280,0.1926,-0.0588,1.0012,-3.0687,-0.0305,6.1221
290,0.1736,-0.1499,1.002,-6.2901,-5.2824,7.145
