Time(ms),AccelX(g),AccelY(g),AccelZ(g),GyroX(dps),GyroY(dps),GyroZ(dps)
0,0.0288,0.3225,1.052,4.6718,2.8397,-7.8779
10,0.0283,0.3433,0.989,5.2519,-6.6565,-10.2901
20,0.0129,0.3535,0.8682,0.8092,0.3969,-13.3588
30,0.0283,0.3726,0.8521,-4.4275,15.4198,-14.687
40,0.0105,0.3438,0.9111,-5.8168,18.5191,-18.0
50,0.0068,0.3762,0.9355,-4.0,11.3435,-19.6641
60,0.0076,0.3979,0.8875,-6.8397,6.1832,-20.1374
70,0.0198,0.3884,0.8323,-5.374,13.6183,-22.626
80,0.0159,0.4326,0.9041,-11.2366,23.1756,-20.1527
90,0.0015,0.4109,1.0283,-11.3282,16.3511,-12.1832
100,0.2341,0.002,0.9858,-13.0534,2.7786,1.7099
110,0.2153,-0.0554,0.9729,-17.2824,1.9084,1.0992
120,0.2034,-0.124,0.9292,-16.1221,4.8244,-6.855
130,0.1938,-0.0923,0.9863,-19.5114,1.4504,-11.5115
140,0.2561,-0.0242,0.8877,-18.5344,4.3817,-9.3588
150,0.2603,0.0095,0.9214,-17.5114,5.0076,-5.1908
160,0.2832,-0.0015,0.9351,-14.3511,4.626,-4.3053
170,-0.0491,-0.0769,1.0662,11.2366,7.8931,-10.5954
180,-0.0171,0.0308,1.114,9.8931,-0.4427,-6.3359
190,-0.0007,0.0981,1.146,6.5496,-5.5878,-0.4427
200,-0.0078,0.1135,1.1812,1.0534,-14.8244,4.8244
210,0.0017,0.0996,1.1089,-1.4504,-17.7863,9.2519
220,-0.0198,0.0425,1.0176,-5.2214,-18.2901,11.9847
230,-0.033,0.0188,1.0144,-5.3588,-14.5802,15.0382
240,-0.0337,-0.02,0.9902,-4.7023,-14.4122,17.8931
250,-0.0408,-0.0752,0.9629,-2.855,-14.7481,18.6412
260,-0.0518,-0.113,0.9106,-2.8702,-11.7099,17.1145
270,-0.0339,-0.1431,0.9026,-3.5267,-4.4733,12.5649
280,-0.0098,-0.1431,0.9504,-0.3053,-2.1832,8.9466
290,0.0117,-0.0767,1.0505,0.687,-4.916,9.4809
300,0.033,-0.0256,1.0525,-3.2061,-7.3588,11.4962
310,0.0334,-0.0251,1.074,-5.4962,-8.6565,14.626
320,0.0388,-0.0044,1.0781,-7.6794,-13.5878,20.687
330,0.0037,-0.0713,0.9883,-7.2672,-14.6718,20.7939
340,-0.0037,-0.0901,0.8889,-3.4351,-5.3893,20.3664
350,-0.0029,-0.0867,0.9167,2.3511,-1.1756,20.7328
360,0.0276,-0.0415,0.9131,6.0458,4.1985,24.626
370,0.0386,-0.0027,0.999,10.4885,6.5954,30.5038
380,0.0457,0.0347,1.0947,12.229,3.5725,36.5496
390,0.0767,0.1411,1.1902,8.8397,-3.2672,47.4656
400,0.0513,0.1318,1.2253,0.8092,-16.5191,60.3053
410,0.0383,0.0903,1.178,-5.9847,-26.2748,70.7023
420,0.0303,0.083,1.092,-8.1679,-29.9695,78.5954
430,0.0356,0.1321,1.0266,-9.542,-28.2137,86.8397
440,0.0195,0.0767,0.968,-6.3206,-19.0687,91.8015
450,0.0278,0.083,0.9521,-3.6336,-15.4962,101.4809
460,0.0476,0.1555,1.0146,3.5573,-14.0153,115.0534
470,0.0991,0.2898,1.0776,10.4733,-16.5802,136.3359
480,0.176,0.5015,1.1833,24.1221,-21.5725,169.2061
490,0.1646,0.6648,1.4453,12.6565,-54.4122,214.9313
500,0.3999,0.8384,1.2927,4.6412,-66.3969,274.5954
510,-0.0417,0.7666,1.2344,-18.5496,-99.0076,321.6183
520,0.0688,0.5757,0.9866,50.1679,-93.4657,355.7863
530,-0.0986,0.8059,0.8171,-24.7786,-96.0,410.1069
540,-0.2739,0.4409,0.7297,1.4351,-64.0305,412.8397
550,-0.3269,0.5127,0.7393,-1.4809,-59.0382,427.9237
560,-0.3855,0.5229,0.7087,7.9542,-46.7634,455.2061
570,-0.4248,0.5801,0.8799,26.8855,-46.6565,480.0305
580,-0.5435,0.575,0.9915,37.9847,-58.5649,500.2596
590,-0.6436,0.5217,0.9514,53.3588,-63.4198,500.2596
600,-0.7856,0.2278,1.095,67.0382,-74.916,500.2596
610,-0.8655,0.01,1.0137,63.2977,-78.5191,500.2596
620,-0.9333,-0.3328,0.9409,66.0458,-64.9924,500.2596
630,-0.8975,-0.6416,1.03,50.8702,-51.7405,456.2596
640,-0.7656,-0.6934,1.1418,28.0611,-47.313,405.9084
650,-0.645,-0.6272,1.1267,-0.3664,-48.687,373.6031
660,-0.4661,-0.7256,1.0332,-2.6107,-40.9466,333.7099
670,-0.3875,-0.7832,1.1584,-5.1908,-44.9466,298.5801
680,-0.332,-0.8516,1.1497,5.6336,-60.4275,259.5114
690,-0.2563,-0.8638,1.0166,14.1832,-64.229,226.4886
700,-0.208,-0.8025,0.9404,33.1298,-58.1527,191.4198
710,-0.0786,-0.6199,1.0481,37.1756,-54.6412,170.7023
720,-0.0049,-0.4614,1.0164,36.5191,-56.8092,156.1069
