Time(ms),AccelX(g),AccelY(g),AccelZ(g),GyroX(dps),GyroY(dps),GyroZ(dps)
0,0.0588,0.03,1.0005,1.0992,8.5649,-6.7786
10,0.0735,0.042,1.0176,0.7481,5.7405,-5.9847
20,0.0667,0.0093,1.0264,1.2824,4.1985,-6.0611
30,0.0635,0.0618,1.0112,3.9847,3.4198,-4.7023
40,0.082,0.1138,1.0315,3.542,3.2061,-0.5649
50,0.0667,0.074,1.0503,-1.1756,-1.5573,3.1908
60,0.072,-0.0134,1.011,-3.9084,-5.4962,1.6794
70,0.0808,-0.0186,0.9587,-2.2595,-1.4962,-0.6718
80,0.0803,-0.0232,0.9575,-0.4275,3.6031,-1.7863
90,0.0708,-0.0239,0.9688,-2.4122,3.6489,-4.1527
100,0.0691,-0.0295,0.947,-4.5191,5.0687,-7.0992
110,0.0654,-0.0151,0.936,-5.4351,10.8244,-8.6718
120,0.0532,-0.0452,0.9563,-7.5267,14.0916,-9.9695
130,0.0232,-0.1328,0.9941,-6.3969,13.5878,-15.145
140,0.0369,-0.1321,1.0059,-4.626,11.0076,-21.8321
150,0.0139,-0.157,0.9937,-7.0229,11.5267,-25.542
160,-0.0586,-0.4473,1.0034,-4.1985,17.2366,-44.1221
170,-0.0796,-0.4346,1.0696,5.3435,20.1985,-68.7328
180,-0.1067,-0.5234,1.1533,-3.6336,13.3893,-94.9924
190,-0.1917,-0.5413,1.1177,-22.7786,7.084,-119.2366
200,-0.2283,-0.6519,1.0181,-22.9924,5.6336,-159.1603
210,-0.2397,-0.719,0.9707,-29.2824,26.2443,-194.3664
220,-0.3767,-0.8162,1.0752,-32.0153,34.2595,-234.5954
230,-0.0012,0.124,0.9788,-1.7405,3.4351,10.2901
240,0.0012,0.1108,0.9824,0.5344,-1.6183,5.9542
250,0.0129,0.1294,0.9751,2.458,6.6565,8.2137
260,-0.0076,0.158,1.0896,2.4733,4.3206,11.4504
270,-0.0188,0.1548,1.1458,-4.0305,-12.7481,14.6107
280,0.0586,0.1816,1.0642,-5.4351,-21.0992,26.0611
290,0.0361,0.1675,0.9705,0.8397,-22.5191,30.0611
300,0.0605,0.2974,0.8879,3.1756,-20.0916,39.9695
310,0.052,0.1462,0.8459,11.1298,-11.4198,43.4351
320,0.0486,0.1897,0.8784,18.3969,1.0229,47.1298
