Time(ms),AccelX(g),AccelY(g),AccelZ(g),GyroX(dps),GyroY(dps),GyroZ(dps)
0,-0.0215,-0.0615,0.9697,0.3053,-2.3511,-1.8626
10,-0.0166,-0.0544,0.9448,-0.8244,3.771,1.0534
20,-0.0269,-0.0898,0.9963,0.0153,5.6947,2.0611
30,-0.0303,-0.1704,1.0378,-2.8855,3.2061,0.9771
40,-0.031,-0.2148,1.0559,-0.9313,-2.3359,-5.4656
50,-0.022,-0.2334,1.0164,-1.6031,-3.7863,-10.3969
60,-0.0234,-0.1807,1.0085,0.7939,-3.374,-15.2672
70,-0.0186,-0.1096,1.0149,-2.6565,-5.4351,-15.2061
80,-0.0173,-0.0867,0.9939,-0.5496,-5.8321,-16.2748
90,-0.0164,0.0745,0.99,-6.9924,-7.2519,-10.8244
100,-0.0151,0.0503,0.936,-7.2519,-1.4046,-1.7099
110,-0.0239,-0.0281,0.9658,-1.6641,3.2519,2.3511
120,-0.0325,-0.1841,1.0081,-0.9924,3.0992,0.458
130,-0.0249,-0.2244,1.0349,0.4427,1.1145,-7.3435
140,-0.0166,-0.2371,1.0605,2.1069,-3.1145,-15.6947
150,0.0225,-0.1594,1.0632,1.4504,-9.2214,-20.458
160,0.0183,-0.146,0.9924,4.1527,-13.1908,-25.8168
170,0.0093,-0.0354,0.946,5.2061,-9.4351,-27.7252
180,-0.2812,-0.207,0.9131,0.229,14.687,-10.7939
190,-0.2686,-0.3062,0.9883,-3.6489,9.8473,-12.1527
200,-0.2913,-0.3274,0.9766,-3.6336,4.3053,-10.5649
210,-0.2839,-0.3135,0.9709,3.2977,8.1069,-9.6336
220,-0.29,-0.3687,1.0244,1.6794,5.2366,-9.7099
230,-0.2898,-0.3269,1.04,3.2824,-4.4275,-12.0763
240,-0.272,-0.2805,0.9739,-0.0153,-11.4809,-11.1298
250,-0.2466,-0.2883,0.8735,-0.9618,-6.9466,-7.9695
260,-0.2322,-0.3914,0.8301,2.0,1.145,-9.2977
270,-0.2461,-0.3938,0.8633,3.9084,4.0611,-13.9237
280,-0.2375,-0.2976,0.8882,2.458,5.8015,-13.4809
290,-0.2458,-0.2971,0.9348,5.0076,7.0382,-11.8321
300,-0.2559,-0.3018,0.998,2.3817,-0.7176,-10.3359
310,-0.2634,-0.3481,0.9548,2.7786,-9.2519,-12.3664
320,-0.2454,-0.3167,0.8459,0.6565,-5.4656,-11.7863
330,-0.2324,-0.3647,0.8074,3.6031,7.6947,-11.771
340,-0.2488,-0.3435,0.9209,4.8092,9.1756,-13.8626
350,-0.2595,-0.2742,0.9934,5.4046,2.0458,-14.4733
360,-0.2524,-0.2002,0.9612,0.1069,-1.6031,-8.916
370,-0.2476,-0.2844,0.9497,0.3969,-0.7634,-6.0763
380,-0.2551,-0.3777,0.9553,0.7023,-4.1527,-8.1679
390,-0.2732,-0.4158,0.9194,5.2519,-8.4885,-13.2824
400,-0.2737,-0.3296,0.8562,6.687,-9.4351,-14.4122
410,-0.2446,-0.2815,0.78,3.6183,-0.7176,-11.0534
420,-0.2427,-0.3643,0.8215,5.7405,10.3969,-9.9847
430,-0.2593,-0.4175,0.939,8.1679,7.2366,-14.7481
440,-0.252,-0.3884,0.957,6.0,-1.2672,-20.1527
450,-0.2393,-0.3164,0.8972,5.2824,3.5725,-19.7099
460,-0.26,-0.3477,0.967,10.687,8.4427,-19.7557
470,-0.2805,-0.3613,1.0869,7.145,-4.1069,-22.626
480,-0.2627,-0.4216,1.0483,5.1603,-14.4275,-26.8092
490,-0.2744,-0.5242,1.0017,11.4198,-19.5725,-36.0
500,-0.2578,-0.1343,0.9312,9.8473,-26.3359,-30.9313
510,-0.2185,-0.0771,0.7554,4.5191,-15.6489,-19.4656
520,-0.1804,-0.1182,0.7314,2.7328,4.3206,-10.687
530,-0.1912,-0.343,0.8484,-2.1527,14.2748,-8.6107
540,-0.2131,-0.4692,0.9612,-0.1374,11.2214,-16.8092
550,-0.2366,-0.5447,1.0156,2.6565,2.1679,-27.4656
560,-0.2263,-0.595,0.9998,1.6641,-4.2137,-39.5878
570,-0.2151,-0.7561,0.9744,-1.9847,-7.0992,-59.2214
580,-0.2314,-0.6523,0.9519,6.6107,-7.7252,-76.5802
590,-0.249,-0.7749,0.9419,21.4504,-11.145,-91.4046
600,-0.2585,-0.6479,0.9026,20.3664,-11.4809,-104.5191
610,-0.2595,-0.5762,0.8457,29.6031,-12.0611,-115.9237
620,-0.2432,-0.4875,0.7788,31.3588,-3.9084,-119.771
630,-0.2268,-0.5781,0.8079,30.1374,11.8168,-127.4809
640,-0.2219,-0.6985,1.0039,23.542,12.916,-144.916
650,-0.2532,-0.8792,1.1116,20.5344,-7.4046,-173.1908
660,-0.0981,-0.9155,1.0444,40.9313,-22.1221,-196.4733
670,-0.3601,-0.9067,0.866,18.2443,-23.5878,-219.4198
680,-0.2744,-0.8496,0.7532,43.5267,-10.7023,-245.8931
690,-0.3281,-0.7783,0.7917,42.2443,-5.2366,-259.2366
700,-0.3677,-0.7529,0.7249,50.3664,-4.6412,-278.0763
710,-0.3687,-0.606,0.6294,55.2977,5.1603,-289.2214
720,-0.3613,-0.4893,0.5806,54.7634,18.6718,-297.5114
730,-0.3523,-0.4695,0.5745,49.4656,37.9542,-305.5573
740,-0.3616,-0.4678,0.6746,44.9618,49.2824,-315.4809
750,-0.3904,-0.4866,0.7378,39.6641,55.2672,-324.0611
760,-0.4438,-0.4661,0.8013,46.5496,63.3435,-329.8779
770,-0.4609,-0.4062,0.9077,47.6489,66.0,-330.4427
780,-0.5173,-0.4304,0.9617,51.374,58.7481,-337.1298
790,-0.5369,-0.2627,0.9336,51.0229,47.3435,-342.5344
800,-0.4995,-0.1521,0.8459,43.9389,55.0076,-334.6259
810,-0.4541,-0.1467,0.9043,31.6183,66.0305,-326.1832
820,-0.458,-0.1929,1.0317,15.9847,59.5878,-323.7099
830,-0.457,-0.3064,1.0398,6.5802,51.2977,-325.2977
840,-0.4902,-0.2832,0.9985,13.9695,45.6336,-329.6947
850,-0.4834,-0.1257,0.9307,19.3893,43.3435,-325.7404
860,-0.4468,0.1238,0.9148,27.374,51.9847,-309.771
870,-0.4043,0.3567,1.0312,28.6412,55.542,-278.3969
880,-0.3354,0.3904,1.1394,20.6718,46.5649,-244.2748
890,-0.2839,0.2344,1.1663,18.3817,33.6336,-225.9542
900,-0.2388,0.188,1.1294,27.3282,18.2901,-214.1069
910,-0.1899,0.3601,1.0295,30.2443,8.1985,-196.5343
920,-0.127,0.5076,0.907,29.1603,14.3969,-167.771
930,-0.0842,0.575,0.9182,26.916,27.3893,-132.1374
940,-0.0623,0.4736,1.0144,16.6718,26.8702,-101.4657
950,-0.0371,0.3228,1.0288,15.2366,24.1679,-81.1908
960,-0.0322,0.1768,1.0576,16.3511,24.6412,-65.0992
970,-0.0427,0.084,1.1213,13.6336,18.458,-58.0763
980,-0.0325,0.1228,1.1494,2.9008,5.374,-49.1603
990,-0.012,0.02,1.042,-1.1298,0.0458,-42.5649
1000,0.0181,-0.0378,0.9629,-4.8244,3.2061,-37.1603
1010,0.0356,-0.0906,0.9321,-3.6336,7.5725,-34.9924
1020,0.05,-0.1272,0.9355,0.3053,12.1069,-33.6489
1030,0.0452,-0.0557,0.9641,4.1374,14.3817,-30.4733
1040,0.0383,-0.0325,0.988,1.5725,14.4427,-23.4962
1050,0.0417,-0.0962,0.9951,-0.1374,13.3893,-19.3282
1060,0.0413,-0.1416,0.9792,4.7939,16.2595,-18.9924
1070,0.0288,-0.1194,1.0356,5.542,16.4275,-16.6107
1080,0.0232,-0.137,1.0608,6.3511,10.5496,-16.7634
1090,0.0232,-0.1021,1.0393,2.7939,7.4046,-15.3893
1100,0.0198,-0.1484,0.9902,-0.4275,8.7939,-14.6412
1110,0.0107,-0.1667,1.0042,2.4427,11.2519,-16.4886
1120,0.01,-0.146,1.0527,1.7405,8.2595,-17.2366
1130,0.0034,-0.1125,1.0518,1.3588,2.7481,-17.0076
1140,0.0046,-0.075,1.0071,-0.4122,1.7252,-12.626
1150,0.0085,-0.0852,0.9631,-0.0611,7.5573,-7.1603
1160,-0.0007,-0.0552,1.0212,2.7176,9.1145,-2.7786
1170,-0.0051,-0.0527,1.0557,0.9313,2.1374,1.2366
1180,-0.0007,-0.0757,0.9949,-3.4504,-0.1832,5.2366
1190,0.0059,-0.2268,0.9568,-2.0916,7.0229,4.9771
