Time(ms),AccelX(g),AccelY(g),AccelZ(g),GyroX(dps),GyroY(dps),GyroZ(dps)
0,-0.0007,-0.0045,0.9769,1.6138,-1.744,-1.9249
10,-0.0396,0.0007,0.966,0.1491,-1.0054,0.1793
20,-0.0153,0.0403,1.0153,0.2687,2.6435,0.831
30,-0.0142,0.0263,1.0144,-2.4226,1.1004,0.0226
40,-0.029,0.0147,0.9786,-0.2479,1.0559,-0.8303
50,-0.0268,-0.0011,0.9952,-0.9033,0.5533,1.2633
60,-0.0327,-0.0104,0.9684,-0.6331,0.876,-0.001
70,-0.0257,0.0133,0.9913,1.1739,0.0203,-0.0091
80,-0.0295,0.0114,0.9796,-1.7115,-1.4507,1.2688
90,-0.0168,-0.0063,0.9783,1.6372,0.3346,-1.0674
100,-0.0129,-0.0037,0.9757,-0.6161,-0.3072,0.116
110,0.0089,-0.0096,1.0038,0.2727,-1.2231,-0.1194
120,-0.0073,-0.0031,0.9666,1.6911,0.1276,-2.6039
130,-0.0174,0.0088,0.9962,-0.3417,-0.8076,-1.6404
140,-0.0271,0.0273,0.9863,-1.5956,-0.9054,1.207
150,0.0069,0.0272,0.9557,1.759,-1.6718,0.8168
160,-0.0189,0.0135,0.9875,0.5047,-0.2446,-0.7605
170,-0.0061,0.0044,1.0088,0.3949,-2.2244,0.8114
180,-0.0006,-0.0049,0.9846,-0.2071,-0.8996,0.5663
190,0.0013,-0.003,0.9965,-1.5416,0.066,1.1164
200,0.0063,0.0342,0.9558,-1.0237,0.8288,0.6574
210,-0.0072,-0.0165,0.98,-0.3895,1.6541,0.1691
220,-0.0139,0.0163,1.0044,-0.443,0.9965,0.2624
230,-0.0304,0.0176,0.9854,-0.8721,1.6202,-0.0471
240,-0.0053,0.0138,1.0108,-2.4168,0.4043,-0.3866
250,-0.0117,-0.0061,0.9929,0.494,-0.5105,-0.3615
260,-0.0181,-0.0159,0.9614,-0.2569,0.1666,-1.6213
270,-0.0011,-0.009,0.9975,0.8514,1.6384,0.7557
280,-0.0393,0.0159,0.9894,0.8134,1.1434,1.6742
290,-0.0194,0.0245,1.0032,0.3681,1.0635,1.4019
300,0.0069,0.0029,0.9978,0.5837,1.7081,-0.7665
310,-0.0075,0.0239,1.0191,-0.7852,1.6908,-0.9502
320,-0.0194,-0.0196,1.0034,-0.4068,1.6227,-1.1862
330,-0.0273,-0.0099,0.988,0.3666,0.2216,1.0612
340,0.0026,-0.0138,0.9956,-1.2719,-1.7807,-0.9082
350,-0.0026,-0.0096,1.0101,-1.3917,1.9459,-0.6872
360,-0.0049,-0.0135,0.9884,0.3173,-1.1032,-0.2987
370,-0.0189,-0.0166,1.0185,0.1492,-0.2678,0.2252
380,0.0002,0.0052,1.003,-1.76,0.513,0.2736
390,-0.0309,-0.011,0.974,2.1943,-0.0141,1.6385
400,0.0197,0.0137,0.9867,0.4832,-1.2464,-0.1543
410,-0.0169,-0.0157,1.0002,1.2129,0.7524,1.8209
420,0.0197,0.0159,1.0229,-0.6599,1.0734,0.2286
430,-0.023,0.0036,0.9921,0.6636,0.6681,-1.6064
440,-0.0155,0.0102,0.989,1.7976,0.125,-1.1679
450,0.01,0.0168,1.0082,0.7459,-1.7546,0.6914
460,-0.0193,-0.0182,1.0022,-2.0349,-0.1274,0.6819
470,0.0009,0.0132,1.0065,-1.3615,-1.1117,-1.4928
480,0.0231,-0.0057,0.9584,-1.6985,0.5256,-1.1475
490,-0.0416,0.0061,0.9745,-0.3942,-2.5697,-0.2879
500,-0.0119,-0.0179,0.9788,0.1732,-1.3317,1.8395
510,-0.0145,0.009,1.0032,-1.0917,-1.3805,0.2685
520,0.018,0.0124,0.9596,0.7442,-0.393,-1.0184
530,-0.0227,0.004,0.9863,-0.273,-0.6917,0.2798
540,0.0098,-0.0076,0.9863,0.3913,-0.4046,-0.454
550,0.0082,0.009,1.0151,-0.6151,0.2459,0.6847
560,0.0089,0.0005,0.9998,-2.2615,2.4147,1.9992
570,0.0021,-0.0027,0.9887,-1.6117,0.2745,-0.2389
580,0.0146,0.0138,0.9795,0.7845,-1.2079,0.0536
590,-0.0103,-0.0162,1.0092,1.0943,0.2485,-0.2932
600,-0.0243,0.0049,0.9979,-0.7543,-2.0991,-0.368
610,0.0065,-0.0146,0.9713,0.5894,0.7999,-0.0559
620,-0.0186,-0.0173,1.0213,0.5941,0.0386,0.8248
630,-0.0282,-0.0047,1.0098,0.374,-0.9764,-0.7114
640,-0.0138,-0.0092,0.9775,-1.4659,0.0303,0.4272
650,-0.0204,-0.0556,1.0061,-1.0972,2.9284,-2.6272
660,0.003,-0.0232,0.979,-0.3908,0.293,-1.8032
670,-0.0027,-0.0273,0.9796,-0.5924,0.4666,3.2874
680,0.029,-0.0041,1.0187,0.3251,0.537,0.9875
690,0.031,0.0054,1.0056,-0.7399,-0.9097,-0.9141
700,-0.0165,-0.043,1.0043,0.2782,1.1455,0.0846
710,0.0064,0.0339,0.9925,-0.9968,1.0274,1.6058
720,-0.0265,0.005,1.0195,-0.5045,0.1321,-2.5017
730,-0.0174,0.0188,1.0039,2.2477,-1.2852,0.8579
740,-0.0251,0.0158,0.9955,0.5267,0.5772,-1.1374
750,-0.0102,-0.0171,0.9983,-0.3889,-0.7496,1.9046
760,-0.0056,-0.0016,1.0166,-0.4149,-1.521,-0.3825
770,-0.0209,-0.0118,1.0095,0.0685,0.3969,-0.0713
780,-0.0054,0.0431,1.0253,-1.0028,-0.8669,-0.8641
790,0.0056,-0.0024,0.9996,0.1643,0.2293,2.1923
800,-0.0086,-0.0277,1.025,-0.3473,0.8947,0.0467
810,0.0023,0.0001,0.9986,-1.9778,-0.011,-1.2364
820,0.0142,0.01,0.9802,-0.7416,1.675,-1.8879
830,-0.0133,0.0261,1.0157,-1.3394,-0.8379,0.7501
840,0.0256,0.0363,1.004,-0.1746,0.3701,-0.8914
850,-0.0126,-0.0281,1.0205,1.2907,-1.5492,-0.263
860,-0.0042,0.0262,1.0253,0.0585,1.905,2.6329
870,-0.0185,0.004,0.9996,-0.2623,1.1065,-0.5202
880,-0.0182,-0.0329,1.0258,1.956,-0.8385,-2.9437
890,-0.0013,0.0005,0.9953,0.3238,0.7163,-1.3429
900,0.0156,0.009,0.9946,-0.2931,1.6805,-2.0304
910,-0.0067,0.0139,1.0138,1.0055,-0.1644,0.8614
920,0.0332,0.0011,0.9972,1.7824,0.4001,1.377
930,-0.0086,0.0032,0.9969,-1.1531,-0.6895,2.6438
940,0.0191,-0.0138,1.009,-0.6553,0.9256,0.8491
950,-0.0207,-0.0183,1.0139,0.0055,0.1331,-0.5331
960,0.0092,-0.0088,0.9876,0.5497,-0.1936,1.3568
970,-0.0047,-0.0027,0.9985,-2.1586,0.0835,1.142
980,0.0037,0.0166,0.9743,-0.0046,-2.9053,-0.9174
990,-0.006,-0.016,1.0234,-0.7546,-2.7383,-0.0867
1000,-0.0015,-0.014,0.9985,-0.0221,-0.4893,-0.4559
1010,0.0027,0.0167,0.9979,-0.2556,-2.1638,0.3615
1020,0.0348,-0.0529,0.9982,-1.3999,-2.1924,-0.2712
1030,-0.0028,-0.0144,1.0063,-0.1197,-1.4746,-0.0322
1040,0.0125,-0.0064,1.0167,-1.0994,-0.3875,-0.7269
1050,0.0144,0.0056,0.9946,0.1147,-0.3914,-2.9073
1060,-0.0013,0.0202,1.0195,0.9318,-2.7483,-1.8708
1070,0.0206,0.0104,1.0078,-1.1895,0.2547,1.0597
1080,-0.0002,-0.0298,1.0024,-1.615,1.1643,1.7426
1090,-0.0218,0.0158,0.9975,-0.4156,-0.4943,0.1855
1100,-0.0214,0.0259,1.0047,0.4643,1.4577,-1.109
1110,0.0111,0.0022,1.0245,-0.9617,1.0493,0.523
1120,-0.0163,-0.0067,1.0071,-1.2903,-0.2793,0.1019
1130,0.0089,0.0027,0.9952,-1.1012,-2.0706,1.5735
1140,0.0106,-0.0071,1.0165,-0.8358,2.5225,-1.0464
1150,0.0007,-0.0005,1.0027,-0.0991,-1.9081,-0.8957
1160,0.0163,-0.0169,1.004,1.5219,-1.1581,-0.8729
1170,-0.0,0.0005,0.976,-0.9455,-0.2416,0.4444
1180,-0.0113,0.0094,1.0019,0.18,-0.4894,0.7518
1190,0.0108,-0.024,0.9812,0.9879,-0.4302,-1.4584
1200,-0.018,0.0124,1.0069,-2.6742,1.7152,0.3036
1210,0.0064,-0.0408,1.026,0.8229,-1.0723,-1.3606
1220,0.0297,-0.0332,1.0576,2.7886,-0.5277,-0.2964
1230,0.0574,-0.0119,1.1347,0.7712,0.1213,1.2892
1240,0.0996,0.0083,1.2413,-2.2589,0.6298,0.063
1250,0.1277,-0.0064,1.4173,-0.2667,1.4391,-0.2836
1260,0.155,-0.0212,1.6393,1.4495,-0.493,-0.6786
1270,0.184,-0.007,1.7876,0.877,1.7441,-1.3951
1280,0.2187,-0.0192,1.8249,-0.197,1.459,-0.0806
1290,0.2085,-0.0245,1.707,1.9639,18.2456,-6.2545
1300,0.1896,-0.0125,1.4834,1.7916,17.2919,-8.9106
1310,0.1437,-0.0218,1.1806,-0.1393,1.0731,-1.0632
1320,0.0874,-0.0282,0.9528,1.0014,-16.0401,6.012
1330,0.0296,0.0054,0.7674,1.6345,-11.3039,4.3733
1340,0.0485,-0.002,0.681,-2.1977,2.2067,-0.1213
1350,0.0576,0.0217,0.6217,0.7284,11.9505,-7.3128
1360,0.0112,0.0062,0.6164,0.5616,9.4846,-3.0379
1370,0.0066,0.0226,0.655,-1.5055,-2.2947,0.344
1380,0.0174,0.0071,0.7154,-0.0038,-8.8402,5.9037
1390,0.0083,-0.0062,0.7554,-0.6942,-7.2743,3.5811
1400,0.0465,0.0107,0.8209,-2.6192,1.0462,-2.4358
1410,0.0286,0.0144,0.8725,0.1929,7.9259,-2.7661
1420,-0.0194,-0.0149,0.903,-0.8708,5.0913,-3.1272
1430,0.0469,0.0212,0.9506,0.3314,-4.1337,1.5534
1440,0.0275,0.037,0.9747,0.2887,-6.8146,2.6088
1450,-0.0099,0.0066,0.9925,0.6465,-3.5926,0.5016
1460,0.0112,0.0106,0.9883,1.6089,2.0178,-1.0907
1470,0.0093,-0.0208,0.9952,-1.5322,4.0022,-0.6987
1480,0.0127,-0.0104,1.0248,0.2671,1.8946,-2.2263
1490,0.0149,0.0188,0.9991,1.5223,-4.114,1.7431
1500,0.0132,0.0108,1.0087,0.7233,-5.2187,3.3354
1510,0.0275,-0.026,0.9841,0.0799,-0.7802,0.8038
1520,-0.0023,-0.0144,0.9846,2.0869,0.2899,-0.5182
1530,-0.0053,0.0007,1.0222,1.3608,2.6375,-0.9931
1540,0.0317,-0.0206,1.0086,-0.6009,3.9753,-0.7111
1550,-0.0021,-0.0052,1.0213,1.5382,-3.0211,3.3308
1560,0.0403,0.0025,1.016,-0.4816,-1.5295,0.7799
1570,0.0221,0.0387,1.0134,1.0457,0.474,0.7833
1580,0.0015,0.048,0.997,-0.9996,0.3447,-1.7211
1590,0.0265,0.0204,1.0125,0.1956,2.8529,0.2908
1600,0.0106,0.021,1.0216,-1.99,0.3453,0.9282
1610,0.0209,-0.013,1.0251,0.5533,-1.6837,0.4564
1620,0.055,0.0105,1.0314,-1.9771,-1.3698,-0.3254
1630,-0.0082,-0.0339,1.1407,-0.2148,0.3413,1.3691
1640,0.073,-0.0145,1.2056,-1.6664,-1.2247,-0.2345
1650,0.1047,-0.0057,1.3611,1.1879,0.7939,-0.5697
