Time(ms),AccelX(g),AccelY(g),AccelZ(g),GyroX(dps),GyroY(dps),GyroZ(dps)
0,-0.0406,-0.0006,0.9966,-0.706,-1.7507,-0.7477
10,-0.0333,0.0111,0.9846,0.0019,-1.2772,1.4166
20,-0.0216,-0.0143,1.0007,0.8538,2.8017,0.7429
30,-0.0141,0.0213,0.9982,-1.1358,0.4572,-1.0059
40,-0.029,0.0293,0.9909,0.6271,1.4064,0.0332
50,-0.0455,-0.0201,1.0032,0.0214,0.0357,1.0984
60,-0.0078,0.0054,0.9635,1.1951,-2.5007,1.4599
70,-0.0322,0.0031,0.9888,-1.0288,0.0218,-0.644
80,-0.0545,-0.0112,0.9738,-0.8304,-0.6283,0.8078
90,-0.019,-0.0154,1.0012,-1.3528,0.2573,-0.2843
100,0.0022,0.0056,1.0099,0.2287,0.8909,-2.0246
110,-0.0237,-0.0164,0.9863,-1.0294,-0.7133,1.1291
120,-0.0244,0.0226,1.0283,-0.5048,-1.9479,-1.4448
130,0.0111,0.0261,0.9956,-0.2042,-2.3923,0.3538
140,-0.0116,0.0341,0.9726,-1.6617,-0.5559,-2.0196
150,-0.0273,0.0069,0.9766,1.5211,2.4969,-0.1328
160,0.0068,0.0454,0.9981,1.5218,0.8876,-1.2908
170,-0.0583,-0.0343,0.9822,-0.1611,-0.8598,-0.139
180,-0.0112,0.0281,0.9826,-1.0064,0.9857,-0.1359
190,-0.022,0.0331,1.0303,0.1412,1.8581,-0.7208
200,-0.005,-0.0146,1.0148,0.6499,-0.0568,0.275
210,-0.0249,0.0094,0.9987,-0.3492,1.2266,1.145
220,0.0082,-0.0,0.9732,-0.5862,0.4239,-1.1335
230,0.0092,0.0292,0.998,-0.8728,1.3386,0.1309
240,-0.0057,-0.0132,0.9912,-1.4404,-0.1841,-2.879
250,-0.0093,-0.0156,1.0083,-0.8155,-0.3086,-0.2748
260,-0.0048,0.054,0.9724,1.2312,-0.3681,-0.5567
270,-0.0159,0.0163,0.966,0.8397,-0.6306,1.3192
280,0.0067,0.0246,0.9946,-1.6086,1.0632,0.4693
290,-0.0199,0.0143,1.0084,0.2079,-0.1465,1.7282
300,-0.0483,-0.0173,0.9872,-1.5193,0.3906,1.2114
310,-0.0431,0.0303,1.0033,0.3329,-2.4814,-0.6433
320,0.0199,0.0043,1.0173,0.7597,-1.642,-1.7339
330,-0.0267,-0.0189,0.9891,-0.6704,0.2536,-0.5662
340,-0.0081,0.0015,0.9905,0.8111,-1.2506,-0.9271
350,0.0113,-0.027,0.9834,-1.8614,1.4668,0.9418
360,-0.0311,0.0042,0.9876,2.6552,1.6643,0.2052
370,-0.0287,0.0066,0.9873,-0.3853,1.5828,-2.2357
380,-0.0164,-0.0188,0.9886,1.3482,-0.0961,1.5392
390,-0.0097,-0.0038,0.9948,-0.5129,-0.3866,-1.1036
400,0.0127,-0.003,1.0063,0.8167,-0.0979,1.8066
410,-0.0163,0.0078,0.9962,-0.1507,0.5897,-1.8893
420,-0.0097,-0.0079,0.9799,-0.5738,0.2612,1.812
430,-0.0401,-0.0061,1.027,0.9235,-1.1335,0.6131
440,0.0183,0.0087,1.011,-0.4008,1.8419,1.2739
450,0.0009,-0.0182,1.0224,-1.2862,0.3011,0.3222
460,-0.0133,0.0088,0.9911,2.5696,1.3172,-0.1021
470,-0.0311,0.0266,0.9807,1.6084,-0.2809,-0.5493
480,-0.0382,-0.0133,0.9858,0.2105,-1.3294,0.4887
490,-0.021,-0.0161,1.0016,1.4381,1.811,-0.8813
500,-0.0176,-0.0081,1.0027,0.5278,-2.1126,-0.1933
510,-0.0053,0.0054,0.9819,-0.1477,2.7139,-0.8724
520,-0.0015,-0.0093,1.0122,-1.1153,1.0687,0.9657
530,-0.0213,-0.0265,0.9807,-2.6352,0.6325,-1.7255
540,0.0122,0.0175,1.0217,0.7326,-1.8113,-0.9
550,-0.0084,0.0103,0.9749,1.3446,0.7407,-0.3742
560,-0.0196,-0.0024,0.9556,-0.4197,-1.1285,0.0735
570,-0.0005,0.0155,1.0173,-2.1062,2.3972,-0.5252
580,-0.0116,-0.0193,0.9866,-0.0267,0.5287,-2.8006
590,0.0101,-0.0095,0.9911,0.836,0.4758,0.042
600,-0.0254,-0.0037,0.9969,0.9875,-0.7573,0.638
610,-0.015,-0.0058,1.02,-0.9297,-1.5453,1.1487
620,-0.0086,-0.0058,1.0053,1.6607,-0.5476,-0.5221
630,-0.0252,0.0148,0.988,1.0265,1.2519,1.8674
640,-0.0265,-0.013,0.9956,-0.1173,-0.9402,1.0402
650,-0.0224,-0.015,0.9941,-1.4095,-2.1813,2.2473
660,-0.0117,0.0214,0.9998,-0.0351,-3.1172,0.3315
670,-0.0159,-0.0251,0.9884,-0.8926,-1.0846,0.5008
680,-0.0102,-0.0137,0.9782,-3.8888,0.5537,-0.4895
690,-0.0086,-0.006,0.9922,1.8124,-1.5876,-1.1565
700,-0.0059,0.0111,0.984,-0.0905,0.8615,1.1155
710,-0.0322,0.0025,0.9918,-0.4326,2.5929,0.442
720,0.0201,-0.0013,0.9992,-1.1524,-0.12,-0.2639
730,0.005,-0.0129,0.9792,-0.9179,0.2945,-0.5743
740,-0.0642,-0.0141,0.9989,0.2163,-0.5492,0.4778
750,-0.0163,0.0126,0.9948,0.8811,-3.066,-0.559
760,-0.0202,0.0233,0.9893,-0.4948,-0.746,-3.5713
770,-0.0045,-0.0137,1.0078,-0.2105,-0.2299,0.3579
780,-0.0042,0.0134,0.9746,-0.0033,-0.6605,0.1714
790,0.0079,-0.0195,0.986,-0.9148,0.6575,1.6551
800,-0.0325,0.0061,0.9706,1.0193,-0.0861,0.1886
810,0.0182,-0.0073,1.0286,-0.0941,-1.0934,-0.3988
820,0.0153,0.0242,1.0233,-1.1347,-0.1503,-0.2657
830,-0.0179,0.0005,0.987,0.1773,-0.2218,-0.2962
840,0.0051,-0.0157,0.9958,2.1086,-0.9286,-0.9154
850,0.026,-0.0003,1.0083,1.2391,-0.2411,-0.5031
860,-0.0076,-0.0317,0.9714,-0.4394,0.7303,1.3804
870,-0.009,0.0051,1.0039,0.2693,-0.3003,1.028
880,-0.0009,-0.0048,1.0088,0.1406,0.1736,0.3888
890,-0.017,0.0177,1.0114,1.6293,-0.1528,-0.4084
900,-0.0048,0.0104,0.9892,-0.0547,-0.4666,1.1817
910,0.0154,0.0101,1.0161,-2.1059,-0.3366,0.0168
920,-0.0025,0.0228,0.9928,0.027,-0.6735,0.4844
930,0.0061,-0.0117,1.0219,1.9435,1.8132,-0.7874
940,0.0087,0.0081,0.9865,0.7126,-1.2949,-1.2761
950,-0.0017,-0.0054,0.9905,-1.1048,0.8667,-0.6332
960,-0.0353,0.0196,0.9867,-1.5943,-0.5981,-0.5449
970,0.0439,-0.0037,0.964,0.6867,-1.6538,1.175
980,0.0193,0.0129,0.9983,0.4901,-1.1715,-2.9659
990,-0.0177,-0.0229,1.0121,1.0986,-1.1065,-0.4767
1000,0.0218,0.0039,0.9833,1.2745,-0.5843,0.2077
1010,-0.0077,-0.0041,1.0027,-0.5018,-1.3352,-1.1964
1020,-0.004,0.013,1.0121,-0.3718,0.4224,-0.4171
1030,0.0043,-0.0094,1.0052,0.146,-1.0377,-0.4317
1040,0.007,0.0275,1.0081,-1.2194,1.3296,1.4235
1050,0.015,-0.0111,0.989,-0.0396,0.0827,0.839
1060,0.021,-0.0489,1.0159,0.9446,0.9154,0.7799
1070,0.0192,-0.022,1.0171,0.9995,0.0278,-0.7681
1080,0.0151,-0.0054,1.0222,1.8291,-1.3412,-0.5656
1090,0.0266,0.0007,0.9874,-0.2439,-0.515,1.5488
1100,0.0075,0.0032,1.0106,-1.8042,1.3866,-0.5421
1110,0.009,0.0374,0.9921,-0.1174,0.2502,1.09
1120,-0.0099,-0.0176,0.9994,-1.9336,2.1161,0.9882
1130,0.0128,0.0273,1.0003,0.0538,2.6442,-0.5834
1140,0.0143,0.0041,0.999,-1.615,-0.3125,-0.1906
1150,0.0129,0.0296,1.0107,-0.7908,-1.7868,1.5121
1160,-0.0022,-0.0171,1.0089,-1.633,-0.352,0.3069
1170,0.0329,0.0063,1.0155,0.3108,-1.2769,-1.2335
1180,0.0182,-0.007,0.9828,0.5182,1.3443,-0.9829
1190,-0.0042,-0.0197,0.9977,0.3109,-0.849,-1.155
1200,0.0333,-0.0257,1.0066,1.4113,-1.0108,0.4697
1210,0.0078,-0.0222,1.0037,2.1421,0.1151,-0.2955
1220,0.0587,0.0285,1.0092,0.3612,-0.4931,2.8698
1230,-0.0075,-0.0199,0.993,0.6391,1.2627,1.0849
1240,-0.0101,-0.0087,0.9885,1.8919,0.0972,3.021
1250,0.0083,0.0295,1.032,2.0428,-0.5171,-0.345
1260,0.0228,0.0348,1.0286,1.3331,-0.1314,1.5466
1270,-0.0115,0.0203,0.9961,2.5536,-0.5497,1.9384
1280,0.0038,-0.0031,0.9956,1.5451,-1.7922,0.7978
1290,0.0076,0.0047,1.0476,0.8157,2.9341,1.9455
1300,0.0406,0.0326,1.0289,1.0698,-0.6829,-0.5968
1310,0.0682,0.0129,1.1518,1.6885,-2.3526,-0.5836
1320,0.0943,0.004,1.2887,-0.7104,0.8987,1.4136
1330,0.1642,-0.0168,1.5459,0.469,-0.5448,0.6057
1340,0.2282,0.0187,1.7792,-0.8049,0.5202,0.1327
1350,0.2637,0.0021,1.9583,1.8757,1.858,2.1937
1360,0.294,0.0263,2.0163,-0.1839,3.3119,-0.5919
1370,0.2665,-0.0012,1.8526,3.4251,22.0799,-11.7226
1380,0.1961,0.0058,1.5495,0.7573,17.5188,-9.3751
1390,0.1367,-0.0254,1.2055,0.2423,-3.3602,-0.5477
1400,0.0985,-0.0036,0.9252,-0.8939,-18.7665,8.2426
1410,0.0595,-0.0345,0.7119,1.9703,-13.0722,5.78
1420,0.0222,0.0052,0.5453,-1.8473,3.7705,-0.6504
1430,-0.0035,-0.0254,0.5245,-0.1745,14.0104,-8.71
1440,0.0125,0.005,0.5332,1.4186,9.3874,-4.9098
1450,-0.0055,-0.0219,0.5722,0.8011,-2.9116,0.8571
1460,0.0207,-0.0052,0.6356,1.5078,-10.0762,6.7168
1470,-0.0069,-0.0095,0.7143,-0.0206,-5.3655,2.1881
1480,0.0113,0.0142,0.8015,0.4306,1.9853,-5.133
1490,0.0091,0.0217,0.8586,1.4855,8.4746,-4.0051
1500,-0.0002,0.0017,0.9214,-1.9277,6.0495,-3.5661
1510,0.007,0.0065,0.9395,-0.9235,-2.8635,3.2198
1520,0.0113,-0.0039,0.9991,-1.0762,-9.8005,3.4459
1530,-0.0126,-0.0034,0.9856,1.1054,-1.9977,-0.5998
1540,0.0506,0.0059,1.0182,1.7177,0.767,-1.2983
1550,0.0206,0.0037,0.9939,0.309,4.7906,-2.2453
1560,-0.0079,0.012,0.9979,-0.1248,3.0119,-2.0315
1570,0.0345,-0.0201,1.0201,0.4642,-4.2867,1.2256
1580,0.0123,-0.0096,0.9901,1.1604,-5.0531,2.4394
1590,-0.0142,-0.0109,1.0027,1.4002,-2.1,2.2444
1600,0.0252,-0.0312,1.0199,-0.8887,3.883,-0.5686
1610,0.0107,0.0021,1.0375,1.0686,4.6604,-2.297
1620,0.0225,0.0261,1.07,1.0921,3.4015,0.4468
1630,0.0306,0.0402,1.1011,1.3068,-3.0947,-1.1086
