Time(ms),AccelX(g),AccelY(g),AccelZ(g),GyroX(dps),GyroY(dps),GyroZ(dps)
0,-0.0058,-0.0054,0.9997,-1.3425,-0.8023,0.2473
10,-0.0046,0.0076,1.0396,0.9805,0.3971,-1.4038
20,-0.0215,0.0078,1.0172,-0.2277,-1.4797,-0.3289
30,0.0275,-0.0021,0.9998,1.8444,-1.8358,-0.0525
40,0.0267,-0.0033,1.0165,0.7165,-1.8715,0.2669
50,0.006,0.0055,1.0216,-1.7452,-3.1325,1.7144
60,-0.0288,-0.0121,0.9905,-0.6584,-0.0599,-0.0504
70,0.0153,-0.0314,0.9869,-0.4997,0.579,-1.4392
80,-0.0112,0.0143,0.9931,1.2074,-0.5993,-0.3659
90,0.0031,-0.0324,0.9775,-0.522,-0.9361,-0.606
100,0.0178,-0.0056,1.0014,-3.806,1.5969,0.374
110,0.0187,-0.0009,0.9972,-2.1047,0.111,0.1474
120,-0.0,0.0089,0.9923,0.8019,-1.7879,-0.8352
130,-0.0122,-0.007,1.0298,2.5214,-1.664,0.7176
140,0.0237,0.0104,0.9929,1.0676,-0.5191,-0.5951
150,-0.012,0.005,1.0135,-0.9744,0.0794,-0.2244
160,0.0028,-0.0212,1.0182,-0.0489,-0.8548,-1.4219
170,0.0061,0.0191,1.0208,2.7243,1.2045,0.34
180,-0.025,-0.036,1.019,-2.0283,-1.02,0.4231
190,0.0081,0.0212,1.0288,1.7679,-0.2918,-1.8227
200,0.0515,0.0475,1.0162,-1.5662,-1.6626,1.3855
210,0.0313,0.0033,1.0109,0.4609,-0.6332,-1.0534
220,0.0109,-0.0003,1.0202,-1.2564,1.0635,0.2928
230,0.03,0.0016,1.0095,-2.8194,-1.8952,-0.441
240,0.0207,-0.0182,0.9991,0.0879,0.3105,0.6675
250,-0.026,0.0171,1.0185,1.7422,-2.4715,0.1556
260,0.0318,0.0418,1.0212,0.0608,1.8877,0.4361
270,0.0323,-0.0077,1.0117,1.3435,-0.2919,-0.9653
280,0.0385,0.027,0.9991,0.3834,0.3081,-0.7226
290,-0.0149,-0.0063,1.0065,-0.6422,-0.8112,0.7795
300,0.045,0.0132,1.0008,0.3009,2.9538,0.0426
310,0.0308,0.0217,0.9981,-0.8105,0.0107,1.5728
320,-0.0014,0.0198,1.013,-3.2559,-2.7099,0.202
330,0.0207,0.0019,1.006,0.2,-0.9166,-0.9711
340,0.0382,-0.0459,1.0247,-0.4675,-2.0263,-1.0492
350,0.0174,0.006,1.0049,-0.6561,-0.3648,-1.9992
360,0.0138,-0.0395,1.0112,-1.2755,2.6439,1.245
370,-0.012,0.0162,1.0094,-1.038,-0.3959,0.2231
380,-0.0115,0.0169,1.0076,-0.2497,-1.5609,-3.2867
390,0.0568,-0.0239,1.012,0.2412,2.144,0.7898
400,0.0221,0.0001,0.9997,0.5329,1.9557,-0.2247
410,0.0149,0.0259,0.9904,0.9338,-0.3156,0.0065
420,0.0266,-0.0099,0.992,0.6858,-1.0146,3.3839
430,0.0021,0.0089,0.9972,1.4303,-0.0468,-1.9583
440,0.0172,-0.003,1.0068,1.3605,-0.5993,-0.6761
450,0.0364,0.0019,1.0037,-1.5482,-0.3809,-1.1271
460,0.0416,0.0157,1.0367,-0.1835,-1.0363,-1.6577
470,-0.0265,0.0089,0.9948,-0.3365,-0.9561,0.9079
480,0.0001,0.0212,0.9823,0.1096,-0.0236,-0.4152
490,0.0307,0.0059,1.0044,0.4627,0.1369,-1.4773
500,0.0048,0.0284,1.0029,0.4096,-1.1002,2.0656
510,0.0194,0.0095,1.0218,0.401,-0.753,0.1367
520,0.0107,-0.0301,0.9914,-0.3717,-1.3314,-0.5849
530,0.033,-0.0129,0.9791,1.6957,0.6763,-0.8943
540,0.0242,-0.014,1.0268,-0.0103,-0.8973,3.3684
550,0.0059,0.0092,1.0186,0.1846,0.4257,0.3568
560,-0.0138,-0.007,0.9888,-0.5842,-0.641,-0.5598
570,0.0473,-0.026,1.0136,1.4371,1.8037,0.3529
