Time(ms),AccelX(g),AccelY(g),AccelZ(g),GyroX(dps),GyroY(dps),GyroZ(dps)
0,0.0137,0.0084,1.0047,-1.5935,1.0273,1.8772
10,-0.0314,-0.0005,1.0039,0.8625,0.3019,-1.3612
20,0.0226,-0.0034,0.9817,-0.0709,-1.5816,0.522
30,0.0168,0.0052,0.9777,2.1807,0.8881,-1.474
40,-0.01,0.024,1.004,-0.3068,0.0357,0.4061
50,-0.005,0.0196,1.0095,0.4097,0.3666,-0.9736
60,-0.0151,-0.0179,0.9853,-0.5975,0.6084,-0.6395
70,-0.0159,-0.0223,0.9959,-0.883,-0.0393,-0.329
80,0.0194,-0.0047,0.9864,0.3458,-0.7091,0.2768
90,0.0417,0.0146,1.0014,-0.2933,0.2436,0.4346
100,-0.0182,-0.0229,1.014,0.0034,2.7257,0.0652
110,0.0168,0.0211,1.019,-0.1455,0.4736,0.7395
120,0.0056,-0.0064,1.0176,1.5882,1.4422,0.8404
130,-0.0015,0.031,0.9878,0.5051,-0.7981,0.663
140,-0.0044,0.0057,0.9605,-0.3248,1.4947,-1.3063
150,0.0177,-0.0074,0.9961,1.3103,2.3065,-1.2323
160,0.0198,-0.0038,1.0157,-0.5285,-0.1249,0.2329
170,-0.0102,-0.0045,0.9913,-2.538,-1.2829,1.5128
180,-0.0006,0.0187,1.0155,-0.0961,0.3753,-0.4935
190,0.0116,-0.0078,0.9993,0.439,1.7003,-1.4966
200,-0.0196,0.0017,1.0357,-0.721,0.0582,-0.1698
210,-0.0154,0.0151,0.9989,-0.0765,-0.4319,-1.708
220,0.0101,-0.0152,1.0106,-1.8409,-0.5427,-0.7689
230,0.0158,-0.0059,1.0284,1.3623,0.4204,2.0184
240,0.0254,0.0147,1.0268,-1.1073,-0.8562,2.4047
250,0.0112,-0.0096,0.993,-0.6816,1.3265,-0.631
260,-0.0398,-0.0147,0.9892,-0.7051,1.3399,-2.9549
270,0.0102,0.0385,0.9933,-0.5347,-1.8633,-1.219
280,-0.0017,0.0223,1.0047,1.3444,0.661,-1.0701
290,0.0272,-0.011,0.9958,0.1715,-1.5894,0.7879
300,-0.006,-0.0297,0.9954,-1.7577,0.3337,0.705
310,0.0018,0.0224,1.0073,-2.3344,-0.0258,-0.1225
320,0.0038,-0.0091,0.9863,0.6516,1.1416,1.6184
330,0.0024,0.0127,0.9925,-1.2014,-1.8997,0.3187
340,0.0015,-0.0008,0.9909,-0.5119,1.2945,-0.4891
350,0.0044,-0.0187,1.022,-0.5708,-0.5998,-2.9542
360,-0.0027,-0.0093,0.9942,0.2614,1.9775,0.4694
370,0.0041,0.0002,0.9876,-1.4238,-0.6011,-0.9024
380,0.0034,0.0089,1.0056,-2.1897,1.3974,-0.0056
390,0.0024,-0.0157,0.9992,-0.2484,-2.6103,-0.6621
400,0.0048,0.0245,0.9842,-0.7844,0.4919,-0.6621
410,0.0131,0.029,1.0194,-1.1407,-0.6148,-1.1239
420,0.0113,-0.0117,1.0128,0.0781,-2.2275,0.2667
430,-0.0102,-0.0173,0.983,1.4824,-1.684,-1.2844
440,0.0246,0.0168,1.0194,0.465,-0.2625,0.1086
450,-0.0207,0.0093,0.9784,0.414,-0.1458,0.0046
460,-0.009,-0.0058,1.0021,-1.8226,-0.9389,0.657
