Time(ms),AccelX(g),AccelY(g),AccelZ(g),GyroX(dps),GyroY(dps),GyroZ(dps)
0,-0.0337,0.0155,0.9612,-0.9192,-0.8076,-1.0397
10,0.012,-0.0106,0.9964,-0.5724,-0.8892,1.4713
20,0.015,-0.0074,0.9631,-0.5642,1.0229,0.1762
30,0.0205,-0.0181,0.9993,-0.7314,0.9215,1.4292
40,-0.0226,0.0132,0.9942,-2.0045,-1.3857,-0.2993
50,-0.0047,0.0083,0.9861,-3.1623,-0.3727,-0.3828
60,-0.0162,0.0129,1.0041,0.1302,1.8326,-1.0888
70,-0.0027,0.0005,0.9959,-0.1331,0.8906,-1.5343
80,0.0004,0.0117,0.9863,0.6791,1.3902,-0.6899
90,-0.0078,0.0219,1.031,-1.6692,0.0688,-0.8073
100,-0.0219,0.0017,0.9898,-1.3465,-0.685,0.2735
110,0.0028,-0.0155,1.0288,-0.8534,0.0448,0.8791
120,0.0037,-0.0182,0.9811,-1.5577,-0.0379,0.0977
130,0.0207,0.0265,1.0195,1.7301,1.2002,-0.3364
140,-0.0324,0.0219,1.0207,0.3324,0.2748,-0.6233
150,-0.0023,-0.0097,0.9655,2.0184,0.5997,-2.5553
160,-0.0234,0.0094,0.997,0.3849,1.8387,2.3182
170,0.0048,0.0169,0.9916,0.1052,-0.0959,-1.913
180,0.0026,-0.0008,1.0002,1.3558,0.676,0.7804
190,-0.0261,-0.0057,1.0232,-0.0906,2.6491,-0.9769
200,-0.0254,0.0027,1.0174,-1.5327,0.8034,0.7952
210,-0.0256,0.0425,0.9696,0.2692,-2.4029,-0.398
220,-0.0296,-0.0062,1.01,-1.4279,0.9113,0.9792
230,0.0027,0.0086,1.004,0.1897,-0.0105,1.2601
240,-0.0217,-0.0037,0.9957,0.6175,-0.9057,0.6158
250,-0.0058,-0.0047,0.9887,-0.5608,1.0469,-0.637
260,0.0081,-0.0056,0.982,0.6434,3.4542,-0.446
270,-0.0087,0.0213,0.981,-1.6021,0.7333,-1.0169
