Time(ms),AccelX(g),AccelY(g),AccelZ(g),GyroX(dps),GyroY(dps),GyroZ(dps)
0,-0.0093,-0.0063,0.9864,-1.1599,-1.0008,-0.6589
10,-0.0231,-0.0225,1.0142,-0.7959,1.713,0.6729
20,0.0026,-0.0101,0.985,0.6862,-0.2012,-1.1541
30,-0.0029,0.0245,0.9996,-0.0305,-1.101,1.4774
40,0.0461,-0.0266,1.0186,0.804,-0.2021,0.3759
50,-0.0006,0.0054,1.0107,-1.6217,1.5021,0.2594
60,0.0041,0.0124,0.9847,1.5841,-0.3607,-0.9828
70,-0.0038,-0.0321,1.0009,0.9286,-0.1489,4.3951
80,0.0046,-0.0388,1.0127,-1.6549,-2.7264,-1.6017
90,0.0029,-0.0167,1.011,0.8376,2.9035,0.4575
100,0.0222,-0.0177,1.0178,-2.7326,-1.163,0.2152
110,-0.0057,-0.0085,1.0005,0.3595,1.8079,-0.424
120,0.0258,0.0152,1.0095,-2.0162,-0.5454,1.4448
130,-0.0169,-0.0111,0.9973,1.134,-1.1319,-2.4485
140,0.016,0.0126,0.9736,1.7266,0.1326,0.8893
150,0.0251,-0.0136,0.9909,2.4394,-1.1931,1.1472
160,-0.0281,-0.0092,0.9986,-1.7632,-0.6769,-0.8532
170,0.0174,0.0064,1.0082,-1.2494,-0.9983,-1.64
180,-0.003,-0.009,1.0009,-0.7151,-0.8845,-0.5124
190,0.022,0.0135,0.9945,0.4572,0.4546,-0.0568
200,0.0343,-0.0156,1.0071,-1.2293,1.783,0.1908
210,0.023,0.0317,0.9774,-0.9631,2.2864,0.7554
220,-0.0084,0.0077,0.9742,-1.408,-1.3684,0.6209
230,0.037,-0.0234,0.9927,-1.1669,-0.5281,1.8143
240,0.0031,-0.0227,0.9903,0.0754,-0.0526,-1.3486
250,0.0179,-0.0023,0.993,2.9783,0.4881,2.0807
260,-0.0032,-0.0068,0.9985,-0.8103,2.4015,1.4104
270,0.0058,-0.0136,1.0108,1.1602,-0.7802,1.5019
280,0.0024,0.0267,0.9849,-1.2084,-1.3395,-1.0818
290,0.0357,-0.0309,0.996,-0.6497,-1.625,2.1059
300,-0.0035,0.0168,1.0065,1.0004,-0.0153,-0.5771
310,0.0361,0.0037,1.0014,-0.4417,0.6537,0.3543
320,0.024,-0.0171,1.0092,-1.3201,-0.9363,-1.3833
330,0.0194,0.0182,1.0001,-0.9896,-1.0439,-1.9389
340,0.0227,-0.0029,1.0384,-0.1413,-0.0863,-1.4084
350,0.0356,-0.0336,0.9813,1.0251,3.0903,2.1164
360,0.0129,-0.0298,1.0184,0.3151,-0.3092,2.2191
370,-0.0007,-0.0264,0.9991,0.6323,1.0134,-1.7212
