Time(ms),AccelX(g),AccelY(g),AccelZ(g),GyroX(dps),GyroY(dps),GyroZ(dps)
0,0.04,0.0365,0.9967,-0.0627,0.924,-0.9598
10,0.0328,-0.0125,1.0368,0.1482,0.4676,-1.5178
20,0.0132,0.0083,0.9898,2.2584,2.1551,-0.0591
30,0.0009,0.0075,1.0012,-0.9105,-1.0274,0.8114
40,-0.0078,-0.0072,1.0186,0.7909,-1.3831,0.4862
50,0.0327,0.022,1.003,-0.8443,0.9268,-0.6585
60,0.0288,-0.0028,1.015,-0.1391,0.3553,-0.2925
70,0.0133,-0.003,0.9896,0.4392,-1.6237,-2.0971
80,0.0343,0.0024,0.9982,0.5856,1.7529,-1.912
90,0.0366,0.0125,1.0067,0.0854,1.3346,0.0813
100,0.045,-0.011,0.9834,0.6905,-0.7305,1.9583
110,0.0196,0.0054,1.0065,1.1978,0.3868,0.2032
120,0.0419,-0.0459,0.9941,0.3056,-0.6624,-1.0315
130,0.0213,-0.0212,1.0169,-0.7249,0.7118,0.1599
140,0.0104,0.0153,1.0047,0.2612,-0.5502,1.2629
150,0.0237,-0.0029,0.9926,1.5471,-0.1225,-0.5429
160,0.0173,0.0088,1.0074,0.6109,1.1037,-2.479
170,0.0272,0.0023,1.0086,1.3521,-1.5485,0.9451
180,0.0182,0.0001,0.9888,-0.6767,-0.19,-1.0702
190,0.0318,-0.0232,1.0171,0.166,-0.9375,-2.4967
200,0.0179,0.0041,1.0143,2.2892,1.4321,0.4129
210,0.0255,-0.0141,1.0123,-0.1743,1.4865,1.0895
220,0.0075,0.0057,1.0168,-1.0973,0.2879,1.6754
230,0.0205,-0.0298,0.9828,-0.284,0.5302,-0.5552
240,0.0007,-0.0042,1.009,-0.3507,2.1753,0.2055
250,0.0366,0.0057,0.9987,1.4531,0.6204,1.7072
260,0.0469,-0.0195,0.9942,-0.3251,-0.3886,0.6021
270,-0.0018,-0.0148,1.0323,0.5524,0.2673,1.6762
280,-0.0051,0.0126,0.9985,-1.5297,-2.6254,0.695
290,0.0212,-0.004,1.0358,-0.9252,-1.0945,-1.2738
300,0.0131,0.0184,1.0112,0.7925,1.6717,1.9257
310,0.0152,-0.0255,1.0035,0.188,1.0521,0.6288
320,0.0318,-0.0119,1.0053,-0.7054,-1.8912,2.6824
330,-0.0012,-0.0228,1.0084,-0.1618,0.3516,-1.7305
340,0.0106,0.0004,1.0134,-3.9618,-2.8095,-2.1311
350,0.04,-0.0029,1.032,1.2079,-0.5353,-1.1292
360,-0.0008,0.0056,1.0229,0.437,-0.4504,-0.3341
370,0.0134,0.0119,0.9915,0.561,-0.6032,-1.7799
380,0.014,0.0039,0.9997,-0.8608,-0.0661,-1.1602
390,0.0087,-0.0086,1.013,-0.8459,0.9035,1.1936
400,0.0136,-0.0102,1.0092,2.5754,-1.8059,-0.0576
410,0.0167,-0.0235,1.0031,1.2534,1.1601,-1.3175
420,0.0221,0.0008,0.9839,-1.7347,-0.6932,-0.8023
430,0.0053,0.0103,1.0069,1.3185,2.9739,-0.9623
440,0.0282,-0.0231,1.001,1.1019,-0.7553,-2.5473
450,-0.0027,-0.0006,0.987,-0.0177,1.3552,1.087
460,0.0259,-0.0043,1.0148,0.1303,-1.2539,0.0871
470,0.0252,-0.0133,1.0097,-0.2205,-0.4732,-1.1046
480,-0.0144,0.0181,1.0024,-0.1788,-1.3421,3.2398
490,0.0088,0.0173,0.9858,-0.0176,-0.43,0.8492
500,0.0201,-0.0004,0.9743,-0.1024,-0.3226,-1.4726
510,0.0037,0.0037,1.0095,0.6107,0.5162,-0.7283
520,0.0154,-0.0206,1.006,-2.6342,1.0464,-1.6145
530,-0.0022,-0.025,1.0038,-0.3607,-0.1287,1.1782
540,-0.011,-0.009,1.0288,2.109,-0.9607,0.3258
550,0.0083,-0.0023,1.0157,0.7132,-0.5783,0.3051
560,0.0282,0.0157,0.9952,0.6132,-3.1387,-0.1526
570,0.0172,-0.0101,1.0043,-1.0618,0.5695,0.0094
580,0.0434,0.019,1.0179,-0.7426,1.5277,1.624
590,-0.0072,-0.0001,0.9936,-0.3663,1.139,-0.5726
600,0.0229,-0.0039,1.0058,2.2243,-2.2632,-0.4873
610,0.02,-0.0038,1.0014,1.1317,-0.8455,-0.5667
620,-0.0073,-0.0078,1.014,0.6228,0.3848,-0.604
630,0.0149,0.0053,1.0188,0.2503,-0.8718,1.1672
640,0.0148,0.0259,1.0,0.4195,-1.2193,-0.5625
650,0.0486,0.0006,1.0324,-0.957,0.636,0.5672
660,-0.0248,0.01,0.9999,-1.0661,1.4881,0.7122
670,0.0067,-0.0278,1.0133,0.5566,-0.7061,1.0604
680,0.0281,0.0027,0.9976,-0.6388,-0.8847,1.1666
690,-0.0078,-0.0069,0.9887,1.0119,2.2031,0.7928
700,0.0201,0.0028,0.9891,2.0889,-1.0822,-2.5746
710,-0.0221,0.0076,0.9978,-0.2171,0.9201,1.1658
720,0.0066,-0.008,1.0229,1.2428,0.5589,1.126
730,-0.0214,0.0142,0.9839,0.4609,1.4204,-0.6324
740,-0.0206,-0.0263,1.014,0.7077,1.1892,0.1302
750,0.0221,-0.0166,0.9924,1.1695,-0.9262,1.1299
760,0.0163,0.0096,1.0169,0.1275,0.093,-0.0588
770,0.0155,0.0501,0.9741,-0.3622,1.2069,-0.3773
780,-0.0083,0.0096,1.0239,-1.0288,-0.2518,1.7064
790,-0.0026,0.009,1.0004,-0.4672,-1.4838,0.8624
800,0.0163,0.0094,0.9907,1.4355,1.0711,0.9008
810,0.0098,0.0073,1.0549,-0.8054,0.2117,2.4527
820,-0.0279,-0.0122,0.9771,-0.4798,0.625,0.9173
830,-0.0138,0.0172,1.0091,-0.3887,-1.064,0.6189
840,-0.0204,-0.017,0.9993,1.6308,-1.2058,-1.0766
850,0.0122,0.003,1.0146,0.5392,0.4071,-0.2549
860,0.0318,0.0087,0.9875,-0.8095,1.5491,0.312
870,-0.0126,0.0066,1.0075,-1.3745,-1.4997,2.271
880,-0.0021,0.0085,1.0167,-0.0282,-1.1164,-1.4424
890,-0.0147,0.0158,1.0012,-2.3629,-0.5079,1.6007
900,0.0312,-0.0202,1.0016,1.4247,1.794,0.289
910,0.0056,0.0101,0.9755,-0.5234,0.3833,-1.0714
920,-0.0104,-0.0329,0.9985,0.8901,1.3991,0.9029
930,0.0269,0.029,0.9832,1.4623,-0.3598,1.5503
940,0.0131,-0.0046,0.9991,0.2442,-1.5959,0.3393
