Time(ms),AccelX(g),AccelY(g),AccelZ(g),GyroX(dps),GyroY(dps),GyroZ(dps)
0,0.0123,0.0157,1.0104,1.5511,0.3683,0.0929
10,-0.0223,0.0212,1.01,-0.715,-0.1804,-1.3355
20,0.0213,-0.0002,1.0153,0.872,0.3717,1.4496
30,-0.0238,-0.0242,0.991,0.8869,-1.3881,1.2885
40,-0.0131,0.006,1.0064,-1.9318,-2.2156,-0.4182
50,0.0101,-0.0097,0.9903,-0.3106,-2.9866,-3.2436
60,0.0421,0.0362,1.0054,-0.2053,-1.2929,0.3714
70,0.0058,0.0143,0.9895,-0.0813,-0.0958,0.1316
80,0.0065,0.0054,1.012,0.1283,-0.7247,-0.3217
90,-0.0048,0.0083,1.0135,0.2059,-0.5303,-0.1006
100,0.0034,0.0081,1.0021,1.1838,-1.6818,2.3384
110,-0.0167,0.0051,1.0291,1.7083,1.4682,-1.9536
120,-0.0207,0.0097,0.9814,0.501,0.4991,0.9911
130,0.0317,-0.0203,1.0053,-0.0074,0.6451,-0.62
140,-0.0232,-0.0122,1.009,1.4213,-3.3654,1.2335
150,0.0088,0.002,0.9852,0.365,-0.1583,-0.9809
160,-0.0267,0.0207,0.9966,-0.0897,0.3953,1.3945
170,-0.0084,-0.0208,1.0136,-1.7441,-0.6455,2.2225
180,0.0221,-0.0102,0.9978,-0.4401,1.1563,0.6054
190,0.0114,0.0401,0.9863,1.1575,0.9031,2.0206
200,-0.0064,-0.0049,0.9893,0.6189,-2.3746,-1.3113
210,-0.0201,0.0228,0.9737,0.2431,-0.5949,0.8615
220,0.0181,-0.0288,0.9971,1.5583,1.2067,2.367
230,0.0153,0.0132,1.0103,-1.6693,1.935,-0.4834
240,-0.0146,0.0183,1.0072,-0.2583,1.1528,-1.2187
250,0.0038,0.0364,0.9937,0.6722,0.2149,2.454
260,-0.0014,-0.0129,1.0074,-0.5196,2.8094,-3.75
270,-0.0071,-0.0374,1.0153,-0.5392,-1.1445,-1.5919
280,-0.0291,0.0153,0.9941,-1.7445,-0.6782,-0.0662
