Time(ms),AccelX(g),AccelY(g),AccelZ(g),GyroX(dps),GyroY(dps),GyroZ(dps)
0,-0.0152,-0.0144,1.0062,-1.2691,-0.3019,-1.6013
10,0.0062,-0.0072,1.0003,0.3372,0.0371,-0.9351
20,0.0273,0.0179,0.9819,-0.2292,0.8554,0.6307
30,-0.0005,-0.01,0.999,-1.2185,0.8506,0.2477
40,-0.0074,-0.0049,1.0171,0.7369,-0.5647,-1.4311
50,0.0021,0.0057,0.9793,0.4907,-1.7904,-1.3703
60,0.0272,0.0066,0.9943,0.4626,1.989,0.1208
70,-0.0025,0.024,0.9971,0.3032,-0.8208,-0.5855
80,0.0204,0.0177,0.9904,1.3958,0.546,-1.695
90,-0.024,0.0172,1.0057,-1.087,-0.5834,0.3155
100,-0.0015,-0.0011,1.0171,0.2877,1.1179,-0.8963
110,0.0206,0.0037,1.0109,-1.7804,0.259,2.1546
120,0.0285,-0.0116,1.0069,-1.8431,0.78,0.7641
130,-0.0062,0.0109,1.0058,0.7633,0.2642,-2.2858
140,-0.012,-0.0046,1.0115,0.8528,0.1842,2.5959
150,0.0062,0.023,0.9868,1.1218,0.6937,2.4429
160,-0.0054,-0.0083,1.0013,-1.0286,-0.6448,2.0906
170,0.0135,-0.0071,1.0159,-0.7647,-0.2086,1.1369
180,0.0357,0.0016,0.9886,-3.2988,-0.2503,1.4703
190,0.0299,-0.0065,0.9978,-0.1941,-0.4839,0.949
200,0.019,-0.0192,0.9872,-0.3766,0.606,-1.435
210,-0.0031,-0.0019,1.0046,-1.1425,2.1528,-0.5716
220,0.0384,0.0009,0.9878,0.5103,-0.9819,-1.2823
230,0.0051,0.0508,1.0353,1.6112,0.7623,-1.6948
240,-0.0158,-0.0167,1.0025,0.0168,-1.8955,-1.8586
250,-0.0025,-0.0268,0.9894,-1.4989,-1.1854,-1.8627
260,0.0082,-0.0026,0.9842,-2.7634,0.3465,1.3866
270,0.0498,-0.0043,1.042,-0.4302,1.9287,-1.5853
280,0.0244,-0.0231,0.9947,0.6053,0.4251,0.3745
290,0.0133,-0.0064,0.9981,1.5447,0.7107,0.5905
300,0.0124,0.002,0.9791,1.5603,0.1295,1.6864
310,-0.0318,-0.0104,1.0219,-1.3315,1.2047,-0.1768
320,0.0021,-0.0571,0.9957,1.7566,2.0069,-2.3737
330,-0.0005,-0.0122,0.9992,-1.3337,0.8517,-0.4748
340,-0.0304,0.0046,0.9973,0.335,-0.2679,0.507
350,-0.0139,-0.0351,1.0015,0.1529,-0.7348,1.2121
360,0.006,-0.003,0.9839,2.2651,2.0015,0.7224
