Time(ms),AccelX(g),AccelY(g),AccelZ(g),GyroX(dps),GyroY(dps),GyroZ(dps)
0,-0.0173,0.0181,1.0084,0.0239,1.4247,-0.4641
10,0.0082,0.0028,0.994,-0.1374,1.2322,0.9654
20,0.0214,0.0067,1.0156,-1.9257,1.7529,-2.2498
30,0.0064,0.0318,0.9924,0.3359,-0.4578,0.3873
40,-0.0208,0.0413,0.9913,0.5606,0.1114,0.5515
50,0.0078,-0.0183,1.0105,-0.2189,0.3275,0.4744
60,-0.0041,0.0177,0.9961,-0.3667,-0.9596,-0.5233
70,-0.0027,-0.0059,1.007,3.0079,-1.9353,-0.2467
80,0.0002,-0.0218,0.9875,-0.7829,-0.1589,-1.1647
90,0.0176,0.0016,1.0019,-3.1876,-0.1558,-1.152
100,0.0191,-0.0197,1.0051,-1.0868,0.0374,1.3071
110,0.0103,-0.0075,0.9964,-0.4632,1.9103,1.3494
120,0.0225,-0.0479,0.9797,0.6747,-0.3021,-1.4804
130,0.0164,0.0089,0.9746,0.8877,-1.7447,-0.5015
140,0.0455,0.0351,0.9878,2.119,-0.2777,1.2106
150,0.0097,0.0017,1.0004,0.5126,0.1045,-1.0394
160,0.001,0.0203,0.9867,1.7498,0.3937,-0.4375
170,-0.0221,-0.0293,1.0042,0.3344,-1.3371,1.3503
180,0.0068,0.0159,0.9861,-1.4422,2.2461,1.5033
190,0.0275,-0.0154,1.0039,1.9371,-1.3661,-1.199
200,-0.0111,-0.0075,1.0177,0.2048,0.492,0.1962
210,0.015,0.0276,0.9989,-0.8632,0.6351,2.2169
220,-0.0004,-0.035,0.9895,0.9163,-0.5542,-1.3755
230,0.009,0.0167,0.9941,-0.3076,-2.309,-0.6426
240,-0.007,-0.015,1.0194,-2.894,1.2355,2.1157
250,0.0089,-0.0046,1.0255,1.4774,-1.0952,-1.1498
260,-0.0037,0.0229,1.0111,0.6885,-1.6528,-0.6081
270,-0.0265,0.0275,1.0015,-0.4487,-1.035,0.9776
280,-0.0187,-0.0011,0.9823,0.336,1.0783,-0.6393
290,0.0016,0.0432,1.0194,-0.3136,0.673,0.5705
300,-0.0207,-0.0089,0.9932,-0.495,1.205,-1.5458
310,0.0091,-0.0197,0.9945,-0.5046,0.3753,-1.0903
320,-0.0093,-0.024,0.9771,2.3578,-0.2442,1.0731
330,-0.0354,0.0137,1.0048,0.1561,-1.8532,0.9612
340,0.0028,0.0177,0.9834,1.0609,-1.0871,-0.4527
350,0.0087,0.0136,0.9914,-0.4912,-0.3291,-0.314
360,-0.0199,-0.0263,0.9771,0.3458,-0.6903,-0.6149
370,0.0089,0.021,1.0196,0.9733,0.5763,1.0795
380,-0.0328,0.013,0.9763,2.3001,1.5347,-0.8356
390,-0.0145,-0.0011,0.9948,-0.7821,-0.046,0.0708
400,-0.0365,-0.0057,0.9902,-0.8152,0.3246,0.125
410,0.0038,-0.0182,1.0045,0.2319,1.3468,-0.217
420,-0.01,0.0125,0.9849,-2.0155,1.2315,3.3313
430,0.0187,0.0176,1.0035,-1.2966,0.0349,1.1098
440,-0.0105,0.0556,1.0131,-2.0679,-0.0667,1.138
450,-0.0021,-0.0205,1.0196,-0.0677,-1.4801,0.9279
460,-0.0093,-0.0082,1.0211,0.2263,-2.8278,0.0771
470,-0.007,0.0019,1.0043,0.212,0.4894,-1.7401
480,0.0,-0.0278,0.9765,0.0188,0.3375,0.2664
490,0.0083,-0.0033,0.9976,-0.6897,1.249,2.0081
500,-0.0284,0.0083,0.9808,-0.4168,-2.5647,-0.9059
510,-0.0033,0.0008,0.9882,1.9969,0.2632,0.7239
520,-0.041,0.0037,1.0227,0.0319,0.8148,0.1989
