Time(ms),AccelX(g),AccelY(g),AccelZ(g),GyroX(dps),GyroY(dps),GyroZ(dps)
0,0.0365,0.0076,1.0214,-0.4975,-0.5869,-0.0181
10,0.0408,0.0066,1.0166,0.1779,-0.1462,-1.2676
20,0.0418,0.0086,1.0128,-1.2664,1.2461,1.9455
30,0.0366,-0.0167,0.9914,0.1421,1.1428,0.03
40,-0.0022,-0.0164,1.0043,-1.3967,0.0837,1.5091
50,0.027,-0.0069,1.0065,0.1149,1.7404,2.323
60,0.0069,-0.0112,1.034,0.2277,0.1247,-1.064
70,0.0355,-0.0196,1.0028,1.4706,-1.0713,0.462
80,0.0104,-0.0443,1.0121,1.6156,0.3772,1.0776
90,0.0256,-0.0405,1.0016,-2.1258,0.0258,0.9534
100,0.0507,-0.013,1.0233,-0.5802,-1.4291,0.9297
110,-0.0037,-0.0014,1.0036,-0.8853,-0.1466,1.2581
120,-0.0183,-0.0053,0.9794,-1.5083,1.9966,-1.0906
130,0.0142,-0.0051,1.0123,-0.633,0.4688,-0.6532
140,-0.0186,0.0155,0.9954,0.3451,1.5893,0.2007
150,0.0142,0.0342,1.016,1.0684,0.519,1.7662
160,0.0073,-0.0103,0.9974,0.373,-0.0401,-0.2116
170,-0.0094,0.04,0.9895,0.7026,1.5894,0.7077
180,0.0242,-0.0016,0.9799,-0.5398,1.0552,0.3011
190,0.0332,-0.008,1.0088,0.0973,0.2644,0.6074
200,0.0067,-0.0293,1.0191,0.6744,-0.4041,-0.3689
210,0.0338,-0.0015,0.9782,0.1955,-0.8346,1.9206
220,-0.0018,0.0041,1.0089,0.1736,-0.9621,2.4379
230,0.0445,0.0113,1.0056,-0.3264,0.2278,0.7355
240,0.0311,0.0002,0.9998,-0.7782,0.7447,1.745
250,0.0038,0.0127,0.9784,-0.0424,-1.8164,3.213
260,-0.0146,0.0369,1.0114,0.7336,-1.4571,-1.8053
270,0.005,-0.012,1.01,0.0896,-2.0226,1.4224
280,-0.0144,0.0295,0.9999,-1.4732,0.079,-1.4287
290,-0.0186,0.0021,1.0024,0.0898,0.5004,-0.8105
300,0.0113,0.0172,0.992,-1.0827,-0.3419,0.0248
310,-0.0239,0.0037,1.0021,2.2788,-1.1133,1.3077
320,0.0325,-0.0004,1.0161,0.9336,-0.4798,-0.2693
330,0.0075,-0.0071,0.983,-1.3274,-0.6056,1.9105
