Time(ms),AccelX(g),AccelY(g),AccelZ(g),GyroX(dps),GyroY(dps),GyroZ(dps)
0,0.0278,0.0143,1.0196,0.2194,-0.0257,-1.0979
10,-0.0076,-0.0201,0.9978,1.3339,-1.0449,-0.949
20,0.0063,0.0002,0.9717,-1.4805,1.1209,0.6449
30,0.0168,-0.0142,0.9931,-0.4077,0.4385,-0.4898
40,0.0167,0.0069,1.0416,-1.1299,-1.8028,-0.8321
50,-0.0079,0.0028,1.0141,0.2257,-0.7797,-0.2472
60,0.0171,-0.032,0.9983,1.0103,-0.2094,0.1654
70,-0.0246,0.0022,1.0059,-0.9316,0.9763,-1.2353
80,0.0054,-0.0223,0.9991,-0.9475,-0.6364,-1.7876
90,0.0134,-0.0083,0.9694,-0.1023,-1.6334,1.4261
100,0.0141,0.0151,1.0109,-1.5165,0.4136,-0.0211
110,0.0052,0.0385,0.9945,0.7282,-2.1276,0.3053
120,-0.0201,0.0086,1.0071,-1.6052,0.7634,0.8539
130,0.0112,-0.0255,1.0202,-1.2452,-1.4161,1.9181
140,-0.0148,0.0171,1.0121,-0.4832,-2.4078,-0.4729
150,0.004,-0.0131,1.0102,-0.0094,0.4972,-0.8475
160,0.0007,-0.0042,0.98,0.5934,0.2456,1.8882
170,0.0162,-0.0111,0.9918,-1.0903,0.8189,-0.0934
180,0.0261,-0.0044,1.0196,1.3097,1.0399,-1.3229
190,-0.016,0.0289,0.9989,-0.5811,0.9836,0.6841
200,0.0244,0.0179,0.9994,0.1875,-1.3908,0.3947
210,0.005,-0.0325,1.0271,-0.3089,-0.7564,-1.6917
220,0.0088,-0.0381,1.014,-0.7134,-0.2237,-0.104
230,-0.0013,0.0206,1.0069,-0.2539,-0.1826,0.6269
240,0.0286,0.0118,0.9761,0.7257,0.4356,-1.6134
250,0.024,-0.0054,1.0255,2.2172,-1.2166,-1.1607
260,-0.0022,0.0092,1.0138,0.1478,-1.7495,0.9199
270,0.0096,0.0222,0.9832,0.2615,-0.0329,0.2814
280,0.0112,-0.0159,1.0024,-0.6511,-0.5467,-0.1064
290,-0.0168,-0.0252,1.0186,1.7281,-0.0613,0.2012
300,-0.0234,-0.0369,1.0182,0.3158,0.1451,-1.3433
310,0.0138,0.0127,1.0103,-1.0973,-0.3618,-0.2951
320,0.0271,0.002,0.991,-0.9882,-1.0313,0.8336
330,0.0043,0.0062,0.9857,-1.5357,0.5197,-1.1386
340,0.0631,-0.0276,1.0301,-0.9126,-0.5261,0.9635
350,0.0491,0.0264,1.0102,0.0339,0.2801,-1.9809
360,0.0313,0.0409,1.023,-1.5283,-1.3362,0.2985
370,0.0352,-0.003,1.0046,0.3537,-1.677,1.2266
380,-0.016,-0.0199,0.998,-0.3756,0.2565,2.9674
390,0.0367,0.0003,0.968,0.2465,-2.3855,-2.4881
400,0.0256,0.0271,1.0123,-0.8183,-0.3539,2.2069
410,0.0199,-0.0293,0.9976,-2.2965,0.3623,-1.0904
420,0.0512,0.0108,1.0167,2.047,-1.4347,-1.1378
430,0.0191,-0.008,1.0255,0.3329,-1.3525,1.2369
440,0.0315,-0.017,1.0055,-0.6696,-1.7744,2.2745
450,0.0066,-0.0004,1.011,2.1101,1.9591,1.0873
460,0.0112,0.0067,1.0268,-0.5565,-0.768,0.5178
470,0.0229,-0.0139,1.0023,1.2667,0.2213,-2.2758
480,0.0038,-0.0205,1.0307,-1.0152,-3.3595,2.4715
490,0.022,0.0276,1.0378,1.0418,-2.1038,-1.3273
500,0.0086,0.0008,1.0116,0.6929,-2.0191,0.5317
510,0.0438,-0.0057,1.0177,-0.5466,-0.3296,-0.8064
520,-0.037,0.0385,1.0157,0.996,0.7201,2.0899
530,0.0413,0.0148,1.0054,2.223,0.8671,0.8026
540,0.0123,0.0103,1.003,-0.8933,-0.227,0.914
550,-0.003,-0.0069,1.0052,0.898,0.0318,-1.5867
560,0.0174,0.03,1.0247,-0.7813,-0.7766,1.3734
570,0.0388,0.0182,0.9766,-0.7924,0.1151,0.8916
580,0.0514,0.018,0.9945,-1.0539,-0.1945,-1.9918
590,0.0238,0.0028,1.0098,0.2574,2.1345,-1.183
600,0.037,-0.005,1.0062,-0.3166,1.9593,-1.3092
610,0.0004,-0.003,1.0363,3.1493,-0.5138,-1.777
