Time(ms),AccelX(g),AccelY(g),AccelZ(g),GyroX(dps),GyroY(dps),GyroZ(dps)
0,0.0204,-0.0194,1.0128,1.389,-0.2953,1.0904
10,-0.0165,0.0214,1.0016,1.3811,-1.1699,-2.6234
20,0.0039,0.0106,1.0062,0.0942,0.4121,-0.199
30,0.0038,-0.0272,1.0026,0.0511,-0.1098,-2.0059
40,-0.0353,-0.0034,1.0091,-1.6118,-0.3316,1.3401
50,0.0022,-0.0134,1.012,1.3659,-0.2811,0.1685
60,0.0146,0.0336,0.9906,0.6298,0.0839,1.1796
70,0.0123,0.0264,1.0162,-1.5771,0.1773,-0.0883
80,-0.0274,-0.0333,0.9938,-0.0324,2.4708,-1.74
90,-0.0043,-0.0029,1.0195,0.3883,-0.5261,-0.1536
100,0.0229,0.0188,1.0034,-0.4269,2.2676,-1.4152
110,0.0066,-0.0166,1.0149,-1.0635,2.553,-0.415
120,0.0067,0.007,1.0017,-1.1853,-1.7283,2.6706
130,-0.0061,-0.0034,1.0066,0.6401,-1.1126,1.1794
140,0.032,0.0135,1.0038,-0.9566,1.5531,-0.507
150,0.0078,0.0173,0.9861,-1.6193,0.5344,-0.0641
160,0.0163,0.0112,1.0271,1.3283,0.2957,-1.0251
170,0.0227,0.0087,1.0002,1.1603,0.3646,-0.6693
180,-0.007,-0.0131,1.0101,1.5912,2.0706,-0.6041
190,0.0108,-0.0057,1.0076,0.9341,0.9748,-0.3904
200,0.0109,0.0177,1.0075,-0.8694,0.9731,2.2581
210,0.0047,-0.0382,0.9831,-1.4799,0.6329,0.3741
220,0.0163,0.0038,1.0101,0.4795,-1.5439,0.3391
230,-0.0068,-0.0025,1.0495,0.5524,1.8005,0.6863
240,0.0125,-0.0153,1.0139,-1.6186,0.5802,-0.9929
250,0.0111,-0.0003,0.9989,0.0291,0.7687,0.3636
260,0.0239,0.0062,0.9784,-0.2059,0.9897,-1.1365
270,0.0341,0.0179,1.0085,1.7412,-0.5527,2.0835
280,0.0539,0.0049,0.9915,0.2428,0.1968,-1.2173
290,0.0159,-0.0179,1.0033,0.2888,-0.6152,0.0064
300,0.0162,0.0034,1.0184,1.1883,-0.5488,-1.6874
310,-0.0185,-0.0281,1.0101,-0.1311,-0.1506,2.3412
320,-0.0051,0.0287,1.0025,-0.3379,-0.4435,0.8501
330,0.0146,-0.0049,0.9975,0.6203,-0.1727,1.6063
340,0.0304,-0.0531,1.0084,-0.7113,0.8179,2.4236
350,-0.0078,-0.015,1.0118,2.4152,0.8626,-0.5368
360,0.0134,-0.0078,1.0282,1.0079,-1.2544,-1.6953
370,0.053,-0.0096,1.0167,1.1327,-0.3442,0.0582
380,0.0093,-0.034,0.9941,1.3662,-0.8971,-0.5741
390,-0.0125,0.0238,1.025,3.0004,0.262,0.0339
400,0.0018,-0.0398,1.0041,-0.1359,-0.9178,0.8057
410,0.0272,-0.0141,0.9814,0.8946,0.3111,0.8314
420,0.0095,0.0121,1.0223,-0.545,0.2806,-1.7808
430,0.017,-0.0215,1.0008,-0.4021,0.8403,0.8828
440,0.0285,0.0072,0.981,2.3539,1.9984,-1.7025
450,0.0131,-0.0024,1.0077,-2.0487,-1.0683,1.3403
460,0.0195,0.0056,0.9987,0.0372,-0.7337,-1.3396
470,0.0338,0.0339,1.0076,0.5435,0.8199,1.2769
480,0.0239,0.0173,1.0091,-0.48,-0.2595,0.8602
490,0.0224,-0.0088,0.9889,1.6327,0.0841,0.6393
500,0.0339,-0.0316,1.0094,1.3293,-0.1003,1.161
510,0.0515,0.0457,0.9906,0.301,-1.2476,0.906
520,0.0243,0.0116,1.0189,0.4937,-1.4021,-1.2804
530,0.0311,0.0102,1.0141,2.7932,-0.2084,-0.5588
540,0.0188,0.0005,1.0018,-1.5443,1.3469,-3.0402
550,-0.017,0.0308,1.0124,-1.3319,-1.1761,1.4067
560,0.0097,-0.0315,1.0127,1.5332,-0.9729,-0.4195
570,0.0184,-0.023,1.0137,0.3952,1.368,0.0053
580,0.0107,0.0032,1.0278,-0.2838,-2.279,-2.3155
590,-0.0037,0.0117,0.9881,-1.0072,0.0584,0.1964
600,0.0315,0.0098,1.0149,2.3165,0.0948,-1.6895
610,0.0197,0.0152,1.0166,-0.5246,-3.4523,-0.7145
620,0.0171,0.0003,1.0065,1.5806,-1.1269,0.7141
630,-0.0066,0.0035,0.9888,0.4381,-0.1026,-0.0104
640,-0.0001,0.0177,1.0363,-0.6254,0.4153,0.3772
650,0.0086,0.0032,1.0102,1.8887,-1.6745,2.0975
660,0.007,-0.0146,1.0156,1.2686,-1.5972,0.2287
670,-0.0011,-0.0128,1.0072,-0.9527,-0.2701,0.7344
680,0.0378,-0.0022,1.0027,0.1886,-0.8867,-0.7109
690,0.0218,0.0234,1.0396,1.6924,0.0269,1.3133
700,0.035,0.0074,1.0271,0.0777,-0.8659,1.3784
710,-0.0047,-0.0081,1.0087,-1.3121,-1.3691,1.0254
720,0.0033,-0.0239,1.0013,0.5253,0.7336,-0.6869
730,0.0008,0.0178,1.0187,1.2849,1.3203,-2.6007
740,0.0163,-0.0076,1.0284,2.4717,0.8002,2.1369
750,0.0288,-0.0063,1.0021,-1.2464,-1.0177,-1.7694
760,0.014,0.0014,1.0198,0.1002,-0.8574,1.6365
770,-0.0261,-0.02,1.0143,-1.7967,0.5009,-0.7319
780,0.0266,0.0287,1.0084,1.0106,-0.824,-0.8416
790,0.0182,0.0248,0.9994,0.252,-0.0598,0.9144
800,0.0118,0.0069,1.017,0.299,-1.2396,0.2021
810,0.0114,0.0325,1.0003,-1.6632,-1.4633,-0.3333
820,0.0289,0.0003,1.0132,1.3166,0.1095,-1.0973
830,0.003,0.0339,1.005,-0.2161,-1.3264,0.3956
840,0.0162,-0.0177,0.9958,-1.6268,0.0707,-0.0576
850,0.0044,-0.015,1.0396,-0.3348,0.9175,-1.7772
860,0.0114,-0.0016,0.9922,-0.6798,-1.1222,-1.2203
870,0.0065,0.0333,1.0228,0.3263,-0.3557,2.6819
880,0.0213,0.0409,1.0404,-1.3808,0.2847,1.6276
890,0.0401,0.0323,0.9919,0.8588,1.0718,0.7506
900,0.025,-0.0226,1.011,-0.1575,0.5549,2.2845
910,-0.0161,-0.0174,1.0305,0.9557,-0.2965,1.4786
920,0.0102,-0.0045,0.9916,0.144,1.305,-0.383
930,-0.0018,0.0037,1.0226,-1.7971,-0.5444,-0.3596
940,0.0121,-0.0238,1.0155,-0.6155,1.6789,0.6429
950,0.0027,-0.019,0.9945,-1.9257,0.459,-2.5341
960,-0.0187,0.0013,0.9864,1.2932,1.1884,1.5198
970,0.0409,-0.0009,1.0107,1.8809,-0.9894,-0.1992
980,0.0068,-0.0266,1.0045,1.3997,-0.9988,0.5773
990,-0.0146,0.0029,1.0183,-0.2723,0.0268,0.7946
1000,-0.0111,-0.0055,0.9711,-1.3428,0.1936,0.1845
1010,0.0372,-0.0039,1.0,-0.6656,1.5723,0.6379
1020,0.0134,0.0197,0.9908,-0.39,-1.5937,-1.9746
1030,0.0185,0.001,0.9958,-1.1719,-0.877,-0.5261
1040,0.0353,-0.0009,1.0037,-0.0927,-0.0039,-0.605
1050,0.0012,0.0318,0.9819,-0.433,-1.6847,0.3336
1060,0.0361,0.0057,0.995,1.9344,1.7587,0.2477
1070,0.0365,-0.02,1.0182,0.8466,1.4667,0.1904
1080,0.0023,0.018,1.0292,-2.3135,1.551,-0.8904
1090,0.0251,-0.0253,1.0004,-1.9405,-0.531,-3.5744
1100,0.0067,0.0104,1.0045,-0.5146,0.4463,1.8996
1110,0.0104,-0.0096,1.012,0.9135,0.3127,2.1856
1120,0.0075,0.0218,1.0075,0.0536,-1.3546,0.9174
1130,0.0262,0.0013,0.9965,-1.6959,2.0481,1.1372
1140,-0.0125,-0.0286,0.9513,1.2643,-1.7396,0.6322
1150,-0.0002,0.0032,0.9888,-1.7576,-1.9491,1.1561
1160,0.0357,-0.0153,1.0052,-0.6534,-0.9618,0.334
1170,0.0093,0.019,0.9841,1.9982,0.8899,0.6364
1180,0.0182,0.0155,1.017,-1.4605,0.3248,-0.1716
1190,0.0161,0.0083,0.9949,-0.2335,-0.7759,-1.5679
1200,-0.0036,-0.0012,0.9847,-3.313,0.224,0.6641
1210,0.0182,0.0063,0.9934,-1.0218,-0.621,2.0105
1220,-0.0001,-0.0156,1.0323,-1.3475,-0.3469,-0.3946
1230,-0.0267,0.0319,0.9834,-1.2622,-0.4828,-2.0977
1240,0.0198,-0.0238,0.9897,-0.4053,-0.488,-0.1864
1250,-0.014,-0.03,1.0002,-0.3711,-1.6171,0.8235
1260,-0.0148,0.0037,0.9877,0.5151,-1.4847,-1.0259
1270,-0.0085,-0.0161,0.9833,-1.1525,-2.1583,1.5692
1280,-0.0201,0.0246,0.9893,-0.045,1.0267,1.1182
1290,0.0064,0.0075,1.005,0.8748,2.1183,-0.8867
1300,-0.007,-0.0368,0.986,-0.2919,-0.1091,0.5558
1310,-0.0147,-0.0187,0.9768,2.8102,0.3032,-0.7329
1320,-0.0183,-0.017,1.0401,0.4912,0.2707,-0.9471
1330,-0.001,0.0038,1.0037,0.3104,1.5129,0.3783
1340,-0.0216,0.0218,1.0129,-0.5582,0.6597,-1.7525
1350,0.0027,0.0153,0.9853,-0.2276,1.0326,0.3039
1360,0.0341,0.0014,1.0034,-0.6656,0.2536,0.7538
1370,0.0466,0.0334,1.0784,-2.9136,-1.2276,0.0062
1380,0.0203,0.001,1.182,-0.5289,0.1004,-0.1099
1390,0.086,-0.0088,1.3595,1.5721,-0.3139,-0.5183
1400,0.1355,0.033,1.5758,1.2815,0.582,-1.6612
1410,0.2102,0.0299,1.8206,0.213,0.603,1.9318
1420,0.2671,-0.0338,2.0253,-1.322,-0.0753,-1.7681
1430,0.2708,-0.0056,2.0617,2.0181,4.1015,-3.2098
1440,0.2881,0.0204,1.8493,-0.2396,23.2661,-11.3419
1450,0.1881,0.0163,1.5319,0.7001,18.3772,-7.1743
1460,0.1372,-0.008,1.1592,-0.6203,-7.801,3.7319
1470,0.0593,-0.0143,0.8773,2.1182,-22.8675,9.6033
1480,0.051,-0.0104,0.6606,0.8491,-13.6249,4.6366
1490,0.0343,0.0135,0.5419,1.3378,4.8981,-2.0388
1500,-0.0088,-0.0019,0.5211,-1.8306,16.7371,-7.6195
1510,-0.033,0.0145,0.4895,-0.7547,10.0885,-5.929
1520,-0.0089,-0.0028,0.5635,-1.6164,-3.631,2.8334
1530,-0.0033,0.0171,0.6264,-0.7104,-11.9895,6.0113
1540,0.008,-0.0013,0.7032,-0.3491,-5.6108,2.6822
1550,0.0039,-0.0173,0.7469,1.4682,2.7611,-2.6894
1560,-0.0085,0.0029,0.8163,-0.7093,9.2557,-4.3545
1570,-0.025,0.0214,0.8628,0.3317,5.3158,-1.9365
1580,-0.0162,0.0099,0.9622,0.3357,-4.8323,2.3473
1590,-0.0123,-0.0175,0.9459,0.4358,-7.9985,2.7876
1600,-0.0058,0.0205,0.98,1.1109,-3.7092,1.159
1610,0.0012,-0.0109,0.9887,1.1906,3.312,-2.5328
1620,0.0015,0.0123,0.9383,0.5399,8.5762,-2.833
1630,-0.0019,0.0225,0.9883,0.4176,3.3774,-1.2689
1640,0.0178,0.0166,0.9939,-0.8118,-3.5678,1.2291
1650,-0.0178,0.0198,1.0116,0.1778,-3.699,4.0812
1660,-0.0087,0.0221,0.9903,-0.3398,1.2503,-0.4899
1670,-0.0361,0.0111,0.9871,-0.8932,3.1177,-1.4389
1680,-0.037,-0.0022,1.0048,0.4064,1.7638,0.2296
1690,0.0031,-0.0166,1.0081,-0.8013,1.542,1.0033
1700,-0.0351,-0.0013,0.9939,-0.1348,-1.9058,-0.6572
1710,-0.0175,-0.0078,0.9862,-1.0782,-2.6796,-0.2724
1720,-0.0187,0.0235,0.959,-1.2681,-0.8633,0.5313
1730,-0.0097,0.0084,1.0008,1.1834,0.38,-2.1532
1740,-0.0158,-0.031,0.9969,-0.2049,2.9848,-1.2143
1750,-0.0332,-0.0189,0.9885,1.0178,0.8136,-0.2657
1760,0.0153,-0.0241,1.0084,0.6892,-2.718,2.3623
1770,0.0004,-0.0083,0.9934,0.574,-1.3179,2.0282
