Time(ms),AccelX(g),AccelY(g),AccelZ(g),GyroX(dps),GyroY(dps),GyroZ(dps)
0,0.0095,0.0055,0.96,2.0942,-1.6679,-0.0868
10,-0.0339,-0.0112,1.0021,1.5179,-0.2607,-1.788
20,-0.0329,-0.0084,0.9987,-0.5553,-0.1719,0.4534
30,0.0152,-0.0294,1.0009,1.085,2.3346,-0.2642
40,-0.0103,-0.0289,0.98,0.2189,1.0914,-0.6478
50,-0.0345,0.0149,1.0075,-0.083,-1.255,-2.0064
60,-0.0368,-0.0019,1.0047,2.5543,1.5861,0.4101
70,-0.0525,0.0049,1.0067,-0.0445,1.1844,0.4522
80,-0.033,0.0177,0.9805,-1.6513,-0.811,2.5175
90,0.0122,0.0018,0.9865,1.6492,-0.8745,1.0981
100,-0.0033,-0.0152,0.9987,0.0453,-0.1618,-0.3101
110,-0.0042,0.0087,0.9531,-0.921,-2.4706,1.5214
120,-0.0377,-0.0194,0.992,-0.7536,-1.7476,-3.0761
130,-0.0395,-0.0122,0.9983,-0.1178,-0.8199,-0.5746
140,0.007,-0.0123,0.9992,-2.0038,0.0607,-1.9388
150,-0.0101,-0.0207,0.9861,-0.1743,2.4153,-0.3999
160,-0.0126,0.0199,1.0268,0.808,-1.0792,1.1543
170,-0.0238,0.0048,0.954,-0.1003,-1.225,1.1478
180,0.001,0.0051,0.9984,0.1774,0.3114,2.4149
190,-0.0022,0.0025,1.0087,-0.6953,-0.1163,-0.7055
200,0.0005,0.0238,1.0054,2.5567,0.0544,0.4178
210,-0.0364,-0.0013,0.9929,-0.2471,0.8035,0.3323
220,-0.0146,-0.0012,0.9885,-2.2278,-2.0181,0.4323
230,-0.0081,-0.0301,0.9653,-1.3465,0.3077,2.2746
240,-0.0399,0.0155,1.0047,-1.2357,0.7317,-1.8692
250,0.0055,-0.011,1.0092,-1.1156,0.4321,0.6588
260,-0.0126,0.0043,0.9894,-0.2515,1.989,-0.1113
270,-0.0235,-0.0067,1.0011,-1.0942,0.4428,-0.1139
280,-0.0116,0.0004,0.9697,-1.2712,-0.8386,0.8178
290,0.0057,0.0085,0.9974,-0.7753,-0.5473,-2.0561
300,0.0137,0.0041,1.0175,0.7372,1.3667,-0.1553
310,0.0015,-0.0066,1.0024,-1.211,0.9639,0.5314
320,-0.037,0.0112,0.9964,0.4996,0.8522,-0.895
330,-0.0197,0.0001,1.0114,0.2668,-1.5014,-0.0115
340,-0.005,0.0214,0.9961,0.032,0.1762,-0.0581
350,0.0206,-0.017,0.9706,-2.724,-1.7622,1.5363
360,-0.0277,0.0201,1.0187,-0.1405,-0.1715,0.0944
