Time(ms),AccelX(g),AccelY(g),AccelZ(g),GyroX(dps),GyroY(dps),GyroZ(dps)
0,-0.0057,-0.0214,0.9937,0.148,1.2145,-0.3312
10,-0.0135,-0.0122,0.9896,0.8011,0.5437,-2.0087
20,0.0283,0.0006,0.9953,-1.5398,-0.6453,0.4762
30,0.0112,0.0118,1.0045,-1.0062,0.3693,0.8585
40,0.0358,-0.0027,0.9977,1.6191,2.2841,-0.4221
50,-0.0042,-0.0078,1.0346,-1.6776,-0.4909,0.3887
60,-0.0111,-0.0207,1.0124,-1.4013,-0.1464,0.2235
70,0.0196,0.0158,1.0111,0.5332,-1.7835,1.6922
80,0.0034,-0.0023,0.9949,-0.9848,1.4192,0.5616
90,0.0162,0.0184,0.9834,1.0504,0.6694,-1.2534
100,0.0077,-0.0031,1.002,1.4403,0.5412,-0.7191
110,0.0314,-0.006,1.0023,0.1675,1.4514,0.2239
120,0.0099,-0.0009,1.0063,0.5081,-1.1568,-1.7659
130,-0.021,0.0397,1.0159,0.3074,-0.0954,-0.5316
140,0.0508,0.0096,1.0011,0.7488,2.0323,-0.3012
150,-0.0064,-0.022,0.9854,0.9136,0.4638,1.3078
160,0.0028,0.0296,0.986,1.9112,-1.2618,-1.7529
170,-0.0031,-0.011,1.0186,-0.8108,-0.683,-0.2824
180,0.0072,0.0182,0.9961,-0.3583,0.6241,0.2869
190,0.022,0.0049,1.0193,0.5212,-0.5328,-2.1183
200,0.04,-0.0089,1.0146,-0.7428,2.5209,-1.1792
210,0.0144,0.0166,1.0206,-0.8348,-1.993,-2.2058
220,-0.0058,0.0206,0.9903,-0.0574,0.6729,0.9698
230,0.0128,-0.0033,1.0126,-0.2149,-0.2324,1.4524
240,-0.0016,-0.0006,1.0222,1.1899,-1.5566,0.5896
250,0.0002,0.0148,0.995,-0.6378,-1.8575,0.4033
260,0.0196,0.0075,0.9895,0.6913,0.7795,0.9981
270,0.0224,0.0068,1.006,0.9421,-0.643,-0.3853
280,0.0259,-0.0303,1.0097,-1.9353,-0.3395,-0.1753
290,0.0275,0.0183,0.9951,0.8222,-0.0759,-2.3095
300,0.0192,0.0145,1.0029,-0.1567,-0.025,1.816
