Time(ms),AccelX(g),AccelY(g),AccelZ(g),GyroX(dps),GyroY(dps),GyroZ(dps)
0,0.0384,-0.0038,1.012,0.3274,-0.0869,0.9881
10,0.0274,-0.0189,1.019,-0.628,2.2054,-1.7852
20,-0.02,-0.0195,1.0208,-1.2157,-0.624,-0.3669
30,0.0136,0.0011,0.982,1.1048,-1.796,0.2199
40,-0.0179,0.0201,1.0005,0.0932,0.0874,-1.0773
50,0.009,-0.0225,1.0259,-2.558,-0.1009,1.0155
60,0.0222,-0.0024,1.0025,3.2137,-0.9181,-2.0338
70,0.0351,0.008,1.014,-1.0003,-0.9655,-0.7223
80,0.0211,-0.0004,0.9797,1.678,0.9773,0.0958
90,0.0027,-0.023,0.985,1.782,1.2053,1.1635
100,0.0092,0.017,1.0019,-0.6309,-1.7135,2.4803
110,-0.0059,0.0151,1.0195,-0.6295,1.4926,0.8332
120,0.0123,-0.0058,1.0184,-0.4438,-1.1066,0.6377
130,0.0072,-0.0095,1.0067,-0.867,-1.2045,1.1186
140,0.0329,0.0002,1.0213,0.6316,0.5133,1.1494
150,-0.0018,0.0017,0.9862,-0.3766,1.8406,-0.0253
160,-0.0175,-0.0243,0.9948,0.924,0.1939,-1.3842
170,-0.0042,0.0213,1.0106,0.0537,0.3375,0.9889
180,0.013,0.02,0.9835,0.1322,1.1107,0.268
190,0.0318,-0.0271,1.0058,-0.2976,-0.7944,1.7462
200,0.0293,0.0005,1.0171,-0.9231,0.2,2.1516
210,0.0159,-0.0266,1.001,0.7176,1.3547,-1.7343
220,-0.005,0.0171,0.997,-1.0557,-0.4014,-1.5958
230,-0.0227,0.0115,0.9944,0.2834,0.7967,-0.2298
240,-0.0062,-0.0108,0.993,-1.8298,-1.4746,-0.8778
250,0.0036,0.0156,0.9777,-0.1939,-0.5116,-0.0508
260,-0.008,-0.0072,1.0122,-1.9879,-0.5129,0.084
270,0.0119,0.0103,0.998,0.1014,0.175,0.9874
280,-0.0174,0.0048,1.0044,-0.6868,-0.2372,0.4727
290,0.0104,-0.0093,1.0071,-0.0984,-0.0553,-0.1879
300,-0.0156,0.019,0.9578,-1.8853,0.0841,0.1908
310,0.0158,0.0134,1.0016,0.4687,1.1798,0.7537
320,-0.0254,0.0199,0.9956,-1.1415,0.3625,-0.5459
330,0.0195,0.0221,1.0067,-0.3293,-0.7928,-1.7851
340,-0.012,-0.0182,1.0197,-0.2523,-0.6868,-0.7705
350,-0.0085,-0.0348,1.023,0.9213,2.1528,0.7862
360,0.001,-0.0049,1.0302,-3.4432,1.6592,-0.3934
370,0.0086,0.0109,0.9905,0.0197,-0.6755,1.2849
380,0.058,0.0108,1.0071,-1.8696,1.3384,-0.3658
390,-0.0137,-0.0075,0.9855,-0.2657,-1.0396,0.3847
400,-0.0137,0.011,0.9786,-1.1531,0.3449,0.6832
410,0.0505,0.0093,0.9882,2.7607,-0.3233,1.0481
420,-0.0211,-0.021,0.9991,-1.006,-0.2081,0.0214
430,0.0025,-0.0234,0.9984,0.3762,0.175,1.8615
440,0.0009,-0.0283,0.995,0.5373,0.5069,1.4428
450,-0.0268,0.0118,0.9998,0.5003,1.2768,1.5707
460,-0.0101,-0.0408,1.0026,-0.1796,-0.7871,2.8522
470,-0.0068,0.0265,1.0044,-0.8597,1.5698,0.1439
480,-0.0068,0.0094,0.9943,-1.9996,-2.425,-1.0543
490,-0.0288,-0.0191,0.9827,-0.4907,-0.663,-0.7641
500,0.0016,0.0082,0.9545,-0.4396,-1.5773,2.7375
510,-0.0071,0.0116,1.0001,-1.2005,-0.3659,-0.5489
520,0.0285,0.0209,1.0036,-1.6871,2.192,3.1806
530,0.0039,-0.0123,0.9916,-1.3022,-2.0971,-1.0602
540,-0.002,0.0,0.9959,0.0318,-1.256,1.111
550,-0.0081,0.0021,0.9901,-1.1976,1.1875,2.1016
560,-0.0035,0.0264,1.0071,0.1804,-0.0822,0.8123
570,0.0018,-0.0054,1.0004,2.165,0.2221,-0.6248
580,-0.021,-0.0237,0.9941,-0.7214,0.1159,0.9605
590,-0.0299,0.0099,0.9576,-0.4408,2.4496,-0.7827
600,0.0065,0.0012,1.013,0.229,-0.8306,0.3856
610,0.0235,0.0141,1.0276,-0.0055,-0.6172,2.8686
620,0.0039,0.0142,0.9801,1.5897,-0.1729,2.4552
630,-0.0009,0.018,0.9908,-1.0803,2.3162,-0.9988
640,-0.0152,-0.0146,1.0079,-0.0583,-1.1503,0.1439
650,0.0015,-0.0021,0.9907,1.2707,-0.7675,1.3893
660,-0.0031,0.0095,0.9891,-1.5397,0.0735,0.803
670,-0.0332,-0.0223,0.9793,0.6289,1.0767,0.6807
680,0.0028,-0.0017,0.9964,1.159,1.0559,1.185
690,-0.0204,-0.0003,0.9928,-0.5397,-0.4695,-0.9424
700,-0.0136,0.0179,0.9972,0.431,1.5453,-0.1434
710,-0.0485,-0.0061,1.0005,-0.0171,-1.1183,-0.4762
