Time(ms),AccelX(g),AccelY(g),AccelZ(g),GyroX(dps),GyroY(dps),GyroZ(dps)
0,0.0291,-0.0414,1.0074,0.9038,0.0865,-1.1006
10,0.013,-0.0086,1.0214,-0.1622,-0.4501,2.2161
20,0.0332,-0.0137,1.0106,0.8779,-1.2708,1.8001
30,0.0273,0.0121,1.0241,-1.2595,0.2974,0.1854
40,-0.0139,0.005,1.0106,-0.7528,-0.2944,-0.6905
50,0.0068,0.0066,1.0019,0.8528,0.8971,-0.3642
60,0.0122,0.0062,0.9943,1.4476,1.4144,-0.8426
70,0.0001,-0.0116,0.9871,-0.9797,3.3214,0.1418
80,0.0226,0.0362,0.9821,0.2662,1.2384,0.095
90,0.0225,-0.0214,0.9908,0.1435,-0.3603,-0.7021
100,0.007,0.0225,1.0205,-1.1008,-0.7587,1.8032
110,-0.0069,0.0014,1.0029,-2.053,-0.2799,0.188
120,0.0153,-0.0361,0.9756,-1.3381,1.6652,0.0741
130,-0.0377,0.0039,0.9945,0.1614,1.2518,-1.2968
140,0.0065,0.0078,1.0228,1.0155,-1.3678,-0.8144
150,0.0074,0.0201,1.0058,1.79,1.4923,-1.4306
160,-0.0089,-0.0295,1.0103,1.9864,-1.2528,0.4518
170,-0.0066,-0.0176,1.0032,-2.0574,-2.7301,-0.1471
180,0.0059,-0.0197,1.0033,-0.5555,0.6462,0.2874
190,0.008,-0.0314,0.9993,0.0011,-0.2105,0.0693
200,0.0204,-0.016,1.0036,-0.3135,-1.3608,1.1905
210,-0.0039,-0.0115,1.0273,-0.979,0.7894,-1.3429
220,-0.0051,-0.0162,0.9991,0.2529,-1.4422,-0.4146
230,0.0135,-0.0145,1.0126,-0.5381,-0.1755,1.5795
240,0.0065,-0.011,1.0288,-2.0704,-0.5988,-0.8042
250,-0.0207,0.0256,1.0187,-0.6935,-2.5716,-0.5267
260,-0.0007,-0.0255,1.0168,0.0793,0.2087,1.4972
270,-0.016,-0.0226,1.01,-1.9053,0.9622,-0.5519
280,-0.0128,-0.0101,0.9959,0.0014,-0.3992,0.6284
290,0.0008,-0.0128,1.0031,-0.8703,0.7012,0.9029
300,0.0036,-0.0075,1.0054,-1.2648,-0.5349,-1.3969
310,-0.0121,-0.0186,1.0004,1.574,0.1712,1.6818
320,-0.002,0.006,0.9835,-1.3053,-1.3203,-0.7786
330,0.0145,0.006,0.9913,0.1753,-0.9315,0.1934
340,0.0119,0.0089,0.9926,1.1642,3.1531,-2.0111
350,-0.0222,-0.0141,0.997,1.5064,0.8647,0.2141
360,-0.0324,-0.0176,0.9926,-2.0733,-0.0086,0.1116
370,-0.0083,0.0021,0.9904,-2.2938,1.9792,-1.1428
380,-0.0103,0.0055,1.0116,-1.857,-2.404,1.1936
390,-0.0153,0.0086,0.997,-1.4837,1.5144,1.1852
400,-0.016,0.0166,0.975,0.9091,-1.1614,-0.5458
410,-0.035,0.0212,0.9938,-2.4156,0.5893,0.8332
420,0.0064,-0.0163,1.0161,0.0975,-1.8179,-0.8652
430,-0.0139,-0.0038,0.9974,0.4819,1.0526,1.1182
