Time(ms),AccelX(g),AccelY(g),AccelZ(g),GyroX(dps),GyroY(dps),GyroZ(dps)
0,-0.0062,0.0299,1.0276,0.1241,-2.0241,0.7556
10,-0.0018,-0.0173,0.9959,3.1728,1.5117,-1.2585
20,0.0188,-0.0163,1.0002,3.9914,1.1473,-0.2232
30,-0.0065,0.0058,0.9912,-1.8633,-0.2465,-0.1143
40,0.0036,0.0161,0.9959,0.4552,1.7706,0.0114
50,0.0337,0.0166,1.0137,1.6262,0.9709,1.493
60,0.0396,-0.0008,1.016,2.6536,-0.4027,-2.212
70,-0.0013,0.0318,0.9961,-0.1885,1.0985,0.2856
80,0.0099,0.0048,1.0324,0.2975,-1.3891,-0.2106
90,0.0031,0.0254,0.9805,-0.0729,-0.5808,1.2493
100,0.0347,-0.0363,0.9702,-0.4434,-1.4883,2.4983
110,0.0375,0.0004,1.0128,-2.5065,1.1906,-0.817
120,0.0005,0.0009,1.0017,1.5414,0.3348,1.5895
130,0.0047,0.0039,0.9978,1.3023,-1.3937,-1.8657
140,-0.0049,-0.0219,0.9714,-0.4679,-0.6832,1.3717
150,0.0053,-0.0223,1.0137,-1.4055,-1.6967,-2.0209
160,0.0114,0.0187,1.0161,1.3302,0.2245,-0.2782
170,0.0128,-0.0051,1.0122,0.1803,0.2476,0.5544
180,0.0032,-0.0193,1.0281,1.5539,-0.1727,-1.0841
190,-0.0026,-0.0179,0.982,1.8093,-2.784,1.5308
200,0.018,-0.0083,1.0075,-0.1142,-2.6543,1.6336
210,0.0117,0.0118,1.0181,-2.1873,-0.7521,-1.5565
220,0.0011,0.0074,0.9877,1.0819,-0.099,0.2504
230,-0.0722,-0.0136,1.0159,-0.9051,-0.0709,-1.6953
240,0.0148,-0.0112,1.0138,-1.877,-1.5907,0.1977
250,0.0074,-0.001,1.0,-1.507,-2.0751,-1.3656
260,0.0156,0.0032,0.9928,0.9785,1.1915,0.4648
270,-0.0279,0.0059,1.0077,0.5038,-1.0328,1.5703
280,-0.0092,-0.0231,0.9901,-1.1697,-1.2934,-2.0403
290,0.0019,-0.0115,0.9988,1.6138,-2.9519,0.1241
300,0.0106,0.0043,1.0135,3.3514,-2.482,1.3106
310,-0.0375,-0.002,1.005,0.898,0.2351,0.0704
320,-0.0051,0.0009,0.9937,1.698,0.1919,0.1363
