Time(ms),AccelX(g),AccelY(g),AccelZ(g),GyroX(dps),GyroY(dps),GyroZ(dps)
0,0.0276,0.0213,0.9955,2.1813,0.0989,0.313
10,0.0014,-0.0125,0.9884,0.194,-0.404,0.233
20,-0.0203,0.0265,0.9764,-1.6583,-0.2147,-0.8407
30,-0.0141,-0.034,1.0119,2.3394,-0.2054,-0.6712
40,-0.015,0.0061,0.9978,-0.5606,0.6724,0.4557
50,-0.0151,-0.0042,1.0135,2.7277,1.132,-0.895
60,-0.0178,0.0033,0.9976,0.6519,1.2359,-1.2524
70,0.0095,0.0033,0.9872,-0.9782,0.0135,-1.687
80,-0.0165,0.0175,0.9857,-0.1076,-2.8232,0.0359
90,-0.0186,0.0043,0.9773,-0.2565,0.8061,-0.4056
100,-0.018,-0.0154,0.9843,-1.4837,-1.1483,-0.4747
110,-0.0286,0.0096,0.9819,-0.6122,0.7749,-3.1414
120,-0.0507,0.0103,0.9966,-1.297,-0.9124,-0.5867
130,-0.0183,0.0139,1.0012,-0.1916,1.6362,1.1621
140,-0.0085,0.0012,1.0129,-0.5916,-1.2035,-1.9003
150,0.0012,0.0172,0.9692,-0.7267,0.2699,-0.0947
160,0.0012,-0.021,1.0183,1.5873,2.5492,-2.896
170,-0.0202,-0.009,0.9983,2.267,-0.0241,0.6238
180,-0.0363,0.0138,0.9764,-3.5359,0.4312,-0.1146
190,-0.0426,0.0045,1.0096,-0.7262,-0.13,1.3808
200,-0.0254,0.0113,0.9935,2.3783,-0.1048,-1.9084
210,-0.0164,-0.0153,0.9816,-0.0095,0.9198,-0.616
220,-0.0302,0.0142,0.9936,-2.9964,2.6045,1.0995
230,0.0017,-0.0037,0.9855,-0.1261,0.6503,-0.795
240,-0.0072,-0.0111,0.9867,-2.4959,0.9963,0.521
250,-0.0196,0.02,1.0187,0.4093,1.3784,-0.7916
260,-0.032,0.0097,0.9928,1.0367,-0.7793,0.4427
270,-0.0566,0.0048,1.0058,1.3349,1.8354,1.4333
280,0.0191,0.029,0.9756,1.7907,0.2392,-0.6315
290,-0.0051,0.0046,0.9988,0.0227,-0.0342,-1.7523
300,0.0078,-0.0183,0.9875,-0.1429,1.1707,-0.5755
310,-0.0268,0.0304,0.9678,1.0344,-1.146,1.2066
320,-0.0178,-0.0291,0.9799,0.6019,0.8559,-2.2948
330,-0.006,-0.0225,1.0033,0.6594,0.6824,1.3621
340,-0.0107,0.0307,0.9793,-0.6227,1.1392,-0.8313
350,-0.011,-0.0134,0.9798,0.8243,-0.3577,0.4223
360,-0.0032,0.0119,0.9868,0.3141,-0.2358,0.3209
370,-0.0561,0.0022,1.0092,0.4189,0.1329,-1.8956
380,-0.0163,0.0283,0.9741,0.506,-1.2377,0.9621
390,-0.0063,-0.0041,1.0059,0.309,-1.082,-0.5959
400,-0.0138,-0.0071,1.0031,-0.2255,0.0422,-1.7237
410,-0.0087,-0.0199,0.9713,0.0218,-2.4767,1.7033
420,-0.0034,0.0212,0.991,0.7079,0.0373,-0.9561
430,-0.0202,-0.0197,0.986,0.2685,-1.5519,-0.0533
440,-0.002,0.011,1.0081,0.8423,0.3325,0.6949
450,-0.0292,-0.0149,0.9728,0.0769,-0.5333,-0.1542
460,-0.0279,-0.0041,1.0108,0.5966,-0.6967,-0.6664
470,-0.0084,-0.0053,0.9852,-0.2816,-0.3757,-1.6984
480,-0.0002,0.0181,0.9888,-0.7293,3.2098,-0.5794
490,-0.0123,0.0009,0.9833,-2.1515,-1.5989,-0.5713
500,-0.0321,0.0068,0.9845,0.339,0.5739,-1.4379
510,0.0017,0.0176,0.9982,-2.2934,-2.7837,1.2196
520,-0.0192,-0.0263,0.9681,-0.6392,1.1413,-0.4665
530,-0.0225,-0.0093,0.9888,-0.9337,-1.7079,-0.7507
540,-0.0214,0.0091,0.9615,-1.0646,-0.9895,0.3363
550,-0.0048,0.0321,0.9775,-1.1855,-0.9825,-0.5886
560,0.0028,-0.0044,0.9891,-1.6805,1.2012,-0.462
570,0.0022,-0.0207,1.0047,1.1303,-0.405,1.0789
580,-0.012,0.003,0.9796,-0.4036,-0.5536,-0.2275
590,-0.0467,-0.0052,1.0276,0.8611,1.303,1.1162
600,-0.0002,-0.007,0.9831,-1.2156,-1.9732,-1.2043
610,-0.0149,-0.0047,0.9785,1.8888,2.2997,-2.0409
620,0.0064,-0.0246,0.991,0.135,-0.2844,-1.0724
630,-0.0116,0.0218,0.9767,-1.4952,2.0767,0.5169
640,-0.0309,-0.0011,0.975,-3.3018,-0.9223,-0.3585
650,-0.0416,-0.0278,1.0156,-1.172,0.8279,-0.5743
660,-0.0383,-0.0041,0.9852,1.4307,1.96,0.485
670,-0.0082,0.0455,0.9783,1.7488,1.5183,1.492
680,-0.0245,-0.0144,1.0025,-1.0418,-2.1444,-0.2548
690,-0.0082,0.0149,0.9788,-0.269,0.8221,2.5712
700,-0.0076,0.0412,1.0166,-1.4995,-0.301,-3.5807
710,0.0009,0.0074,1.004,-1.221,-1.0466,-0.081
720,-0.0117,0.0051,0.9826,-1.7256,-1.0979,0.0206
730,0.0132,-0.047,1.0191,-2.2505,0.8886,-0.931
740,0.0112,0.0044,0.976,-1.597,-0.309,0.0523
750,-0.0244,-0.0196,0.9786,1.9021,0.0663,1.4956
760,-0.0249,0.0305,1.003,0.4305,2.311,-0.4988
770,-0.0516,-0.0182,0.9995,0.6624,0.8722,1.0815
780,0.0138,-0.0019,0.9851,-0.0139,0.2435,1.8788
790,-0.0061,-0.0291,1.0021,-0.8981,0.2913,1.4994
800,-0.0248,-0.003,0.9948,-3.3905,0.4757,-1.8627
810,0.0102,-0.0387,0.9785,-1.1893,2.6979,0.2511
820,-0.002,-0.0009,1.0038,1.6632,0.044,-0.3786
830,-0.0226,0.0151,0.9892,1.6591,0.5828,0.465
840,-0.0148,0.002,0.9802,0.3036,-1.4573,-0.2353
850,-0.0516,-0.0128,0.984,-0.0047,1.6887,-1.3282
860,-0.0034,0.0183,0.9818,0.3152,1.6372,-0.4916
870,-0.0042,0.0395,0.9951,-0.3937,-0.0963,-0.0063
880,0.0052,0.0048,0.9982,0.7843,-2.7744,1.7212
890,-0.0537,0.0338,0.9731,-0.117,-1.8088,0.8851
900,0.0212,0.0464,0.9716,1.9629,0.0966,-0.0405
910,-0.0208,0.0155,0.979,1.594,0.2983,1.1456
920,-0.0212,0.0116,1.0011,-0.8578,-2.4786,1.3872
930,-0.0356,0.0033,0.9974,1.0777,-0.4621,0.3174
940,-0.021,-0.0061,1.02,0.1474,0.3727,1.2609
950,-0.0184,-0.0047,0.9757,-0.5137,1.1131,-1.5662
960,-0.015,-0.0045,1.0159,-0.2162,1.4113,0.5507
970,-0.0036,0.0001,0.9876,0.016,-2.2804,0.4032
980,-0.0133,-0.0073,0.9922,0.0994,2.3898,1.7654
990,-0.0186,-0.0175,0.9875,0.9425,1.2575,0.5529
1000,-0.0118,-0.0028,0.9845,0.2191,2.0457,-0.7499
1010,0.0165,-0.0101,0.9979,-0.6816,0.7499,1.4451
1020,0.0005,0.0225,0.9748,-1.1341,-0.1596,2.3496
1030,0.0038,0.0264,0.969,-0.1241,2.2211,0.9512
1040,-0.0087,-0.0125,1.007,-0.2044,1.5283,1.1135
1050,-0.0242,-0.0232,1.0022,1.3182,-1.0065,-1.8448
1060,0.0266,-0.0101,0.9926,-0.6239,-1.3473,-1.508
1070,-0.05,-0.0096,0.9967,0.2262,0.1457,-1.9965
1080,-0.0005,-0.0317,1.0065,0.9628,-0.7454,-1.1494
1090,-0.0312,0.0064,0.9866,-0.919,-1.2911,0.7213
1100,0.0007,0.0141,0.9713,-0.8722,-0.974,-3.8518
1110,-0.0062,0.0403,1.0119,-0.5218,-1.3746,0.2719
1120,-0.0132,-0.0191,1.0146,-1.0658,-1.3642,-0.1664
1130,0.0034,0.0235,0.9835,1.2391,-1.4142,-1.6647
1140,-0.0124,0.0002,1.0002,2.1363,-0.862,-0.3946
1150,-0.0091,-0.0482,0.9819,1.8877,0.3155,-0.3848
1160,0.0013,-0.021,0.9928,1.2346,1.0108,1.0439
1170,-0.0186,0.0074,0.9931,-1.5172,-0.4603,0.183
1180,0.0215,0.02,0.9932,-3.0924,0.5831,-0.9037
1190,-0.0113,-0.0058,0.9859,-0.1029,1.3897,1.6747
1200,-0.0333,0.0128,1.0289,0.248,1.2656,-0.3801
1210,0.013,0.0315,0.9856,-1.6705,-0.2568,0.3571
1220,-0.0212,-0.012,0.9953,0.0299,2.6122,-2.2372
1230,-0.0064,-0.0242,0.9856,0.685,-0.3464,0.1508
1240,0.0041,0.0104,0.9623,0.5509,-0.349,1.0801
1250,-0.0088,0.0002,1.0055,-0.5197,-0.7388,-0.7755
1260,0.0031,-0.0039,1.0072,-0.7762,1.4272,-0.677
1270,-0.0288,0.0173,1.0079,1.4946,-0.8277,0.7482
1280,-0.0057,-0.0066,1.006,0.5735,-1.3174,-1.0613
1290,-0.0019,-0.031,1.0089,-0.0016,0.401,0.052
1300,-0.0011,-0.0236,0.9836,1.5393,-0.4835,0.6837
1310,-0.0017,0.0347,0.9911,2.0625,-0.3284,0.8783
1320,-0.0036,-0.0245,1.0114,2.0814,-1.424,-0.598
1330,0.0139,-0.0291,0.9929,0.7522,-0.0605,-0.2888
1340,-0.0241,-0.0029,0.9948,1.2655,-1.1055,2.3813
1350,0.028,0.015,0.9975,-2.2592,-0.5849,0.791
1360,-0.0119,-0.0145,0.9896,-1.4496,-0.0555,1.322
1370,-0.024,-0.0273,0.9922,-0.9983,0.6478,1.4499
1380,0.016,0.0095,0.9846,-1.3246,-2.0008,-0.9872
1390,-0.0177,-0.0151,0.9936,-1.2366,1.1288,-1.7157
1400,-0.0515,0.0297,0.9964,-2.018,0.6256,-0.6045
1410,-0.005,-0.0153,0.9775,1.6858,-0.1138,1.1782
1420,0.0151,0.0055,1.0405,-1.1058,-0.9746,-0.5417
1430,0.0299,0.0051,1.0137,-1.0784,-1.233,1.987
1440,0.0055,0.0087,1.0934,0.281,-0.3223,-0.0561
1450,0.0405,-0.0199,1.1699,-1.067,1.602,-0.736
1460,0.0555,0.0302,1.3432,1.6601,-0.7681,0.4053
1470,0.1495,0.017,1.5482,0.2198,-0.7534,0.3259
1480,0.185,-0.0138,1.8301,1.6442,-3.4532,-1.0701
1490,0.2661,0.0106,1.9915,-0.94,-1.562,-0.6857
1500,0.2862,-0.0082,1.9904,0.8924,6.3299,-2.8125
1510,0.2739,0.021,1.8179,0.3301,26.711,-10.9673
