Time(ms),AccelX(g),AccelY(g),AccelZ(g),GyroX(dps),GyroY(dps),GyroZ(dps)
0,0.0022,-0.0019,1.0253,-0.5648,-2.8978,-0.4656
10,0.0145,0.0252,0.9869,-0.2237,-1.4486,-2.3799
20,-0.0235,-0.0026,1.0134,-0.4464,0.7816,-0.4693
30,0.0049,-0.0274,1.0082,-0.982,-0.6509,-1.0535
40,0.0054,0.0062,1.0125,-0.7371,-2.4463,-0.3758
50,0.0069,-0.0206,0.9847,0.975,1.1658,0.4309
60,0.0337,-0.012,1.0184,2.066,-1.3665,1.4062
70,-0.0028,0.0066,1.0083,0.0791,1.0933,0.7427
80,-0.0088,-0.0181,0.9843,0.09,0.6739,-0.3775
90,0.0422,-0.0108,0.9987,-1.7247,-0.3548,-0.6297
100,-0.0272,0.0074,1.0257,-0.3159,-1.5069,0.7488
110,-0.0052,-0.0165,1.0295,-1.4785,-1.2568,1.9287
120,-0.0025,0.0094,0.9973,1.4165,-1.0249,-0.1875
130,0.0119,-0.0093,1.0092,0.0034,1.869,-0.2737
140,-0.0147,-0.0347,0.9993,-0.3925,-1.6334,-2.2651
150,-0.0054,-0.035,1.0133,-3.7046,1.1887,-0.5119
160,-0.0067,-0.0042,1.0006,2.1497,-0.1547,-0.1877
170,0.0391,0.0306,0.9987,-2.0242,-0.4172,0.1577
180,0.0,0.0162,0.9987,-0.4162,-2.0653,1.6987
190,-0.0085,-0.0044,0.9654,2.3949,-0.5985,0.2447
200,-0.0063,0.0151,1.0066,-0.8622,1.7992,-0.7968
210,-0.0183,0.05,0.972,-2.0573,0.3634,-0.3455
220,-0.0025,-0.02,0.9767,-0.8413,-0.7085,-0.3115
230,-0.0256,0.0157,0.9812,0.2054,-1.7832,-0.9272
240,0.0022,0.006,1.0049,-0.4314,-0.8006,1.3356
250,0.0147,0.0182,0.99,0.5984,-0.6935,-1.7185
260,0.0242,-0.0108,0.9884,-0.7543,-0.5894,1.2591
270,-0.0046,0.0153,0.9836,-1.951,0.3874,1.0698
280,0.0283,-0.009,1.0298,-1.533,1.2142,1.8399
290,0.0098,-0.0225,1.0003,-0.8164,1.3175,-0.6457
300,0.0085,-0.0158,1.0045,-0.1899,0.6173,-0.3419
310,-0.0024,-0.0248,1.0192,-0.8258,1.5727,-2.0302
