Time(ms),AccelX(g),AccelY(g),AccelZ(g),GyroX(dps),GyroY(dps),GyroZ(dps)
0,-0.0194,0.0052,1.0012,-0.7748,0.289,0.6395
10,0.0008,0.0059,0.9921,2.5159,1.4428,-1.0535
20,-0.0174,-0.023,1.0066,-0.0556,0.656,1.0672
30,-0.0237,-0.0047,0.9847,-1.0881,2.076,1.5618
40,-0.019,-0.0175,0.9811,-1.3741,1.7318,0.6063
50,-0.0216,0.0132,0.972,0.597,-0.3096,-2.3022
60,-0.0123,0.0059,0.9567,0.8374,1.1811,1.1747
70,0.0045,0.0301,1.0101,1.169,0.7356,-0.002
80,-0.0261,0.0124,0.9844,-1.6893,-1.2024,0.3681
90,-0.0394,0.012,0.9902,1.876,-0.9555,1.6565
100,-0.015,0.0007,0.9828,0.5527,1.0112,2.058
110,0.0229,0.0092,1.004,-0.4495,-0.5836,1.1192
120,-0.0363,-0.0017,1.0041,0.9555,-1.275,-0.2868
130,-0.0173,-0.0118,0.9865,0.1456,0.6424,0.1231
140,-0.0318,-0.0109,0.9853,0.8703,1.3884,1.0859
150,-0.0061,0.0109,1.0041,-0.0132,0.5465,-1.2417
160,-0.0216,-0.0022,0.9756,0.281,0.2797,3.3456
170,0.004,0.0077,0.992,-2.8693,-1.2803,1.1994
180,-0.0178,0.0004,1.0021,0.5194,0.2435,-1.5172
190,-0.0311,-0.0292,0.9914,-1.6962,0.1683,1.0014
200,0.0124,0.0015,1.0039,-1.7201,-0.8077,0.3254
210,0.0165,0.0216,0.9768,-1.2768,-1.7821,-2.6406
220,-0.0075,0.0063,1.0052,0.0704,0.3199,-0.7648
230,-0.0184,0.0014,0.9999,-1.4198,1.2859,-0.5101
240,-0.0161,-0.026,0.9813,-0.9927,-1.007,-0.7603
250,-0.0126,-0.0207,0.9683,-2.9016,-0.3757,0.1967
260,-0.0142,-0.0073,0.9891,-1.2452,0.3808,-2.6579
270,0.0245,-0.0022,0.9927,0.0986,2.2692,-0.6821
280,-0.0039,0.0009,0.9818,-0.6453,0.4643,0.031
290,-0.006,0.0315,1.0167,-0.5451,1.055,-0.431
300,-0.0063,0.0601,1.0102,-1.7182,-0.2077,1.3436
310,0.0178,-0.0018,1.0157,-0.5844,1.3432,-1.5718
320,0.0307,-0.0232,0.9899,-1.3126,0.6538,0.2491
330,-0.0346,-0.0083,0.9924,0.1277,0.6614,3.0004
340,0.0015,0.0159,1.0264,1.538,0.6433,0.9113
350,-0.0321,-0.0112,0.974,-0.9561,-0.7841,0.3097
360,-0.0095,0.0048,0.9891,0.3095,1.7987,-0.5086
370,-0.0014,0.0039,1.0159,-1.7582,-0.8151,1.9412
380,-0.0071,0.023,0.9834,-1.7765,-0.0736,0.7602
390,0.0107,0.0011,1.0206,0.0583,-1.5131,0.9577
400,-0.032,-0.0125,0.9732,0.1418,-1.3857,1.1858
410,-0.0195,-0.0085,0.9868,0.5348,1.3285,0.7895
420,-0.0067,0.0155,0.9987,1.2228,-1.1316,-0.7645
430,-0.0123,-0.0153,0.9897,-0.0686,-0.0044,1.6998
440,-0.0207,0.0133,0.9991,-1.5628,-0.544,0.4468
450,0.0064,0.0058,0.9994,-0.3577,2.9171,1.5397
460,0.0022,-0.0244,0.9876,1.5959,0.3157,-0.694
470,-0.0033,0.0013,1.0056,-0.626,-2.085,-0.5612
480,0.0127,0.0005,0.9978,0.4529,-1.9319,1.769
