Time(ms),AccelX(g),AccelY(g),AccelZ(g),GyroX(dps),GyroY(dps),GyroZ(dps)
0,-0.0055,0.0046,0.9983,-0.4403,-1.2838,-0.7038
10,-0.0261,-0.0059,0.9927,0.2747,-0.9991,-0.055
20,-0.0133,-0.0133,0.9885,-0.1308,1.1782,1.2201
30,0.0188,-0.0381,0.9809,1.0609,0.3288,-0.4279
40,-0.0254,0.0054,0.9908,0.4845,-0.0924,1.2858
50,-0.0165,-0.0019,0.9829,4.1109,1.7939,-0.3367
60,-0.0034,-0.003,0.9786,-0.083,1.5734,0.3988
70,0.0052,0.0073,1.0087,0.8603,2.414,-1.0648
80,-0.0227,0.0233,0.9972,0.4345,-1.1589,-1.9186
90,-0.0013,0.0046,0.9679,-0.4364,0.2009,-0.2565
100,0.0047,-0.0103,0.9609,1.5373,0.9685,0.7287
110,-0.0347,-0.0064,1.0143,0.8261,-1.0317,0.7254
120,-0.0244,0.0051,0.9806,-0.7511,-1.4696,-1.4849
130,-0.0039,0.0272,1.0127,0.9921,0.9955,-1.0014
140,-0.0273,-0.0286,0.9874,0.168,0.2311,0.1138
150,0.0058,0.0288,1.0101,-0.3624,0.3386,-1.6896
160,-0.0287,0.0102,0.9852,0.0701,0.3433,3.6179
170,-0.0107,-0.0211,1.0197,-0.8317,0.0985,-0.5138
180,-0.0084,0.0133,0.9917,-1.4893,0.1776,-1.7183
190,-0.0024,0.0015,0.9957,-2.1671,-0.2125,-0.4255
200,-0.0011,-0.0061,0.9909,-0.9557,-1.7142,-1.4996
210,-0.0134,-0.0222,1.0037,0.0444,-0.9469,-2.5697
220,0.0087,0.005,0.9946,-1.8148,0.3245,0.014
230,-0.0156,-0.0094,0.9971,-0.9638,1.4013,1.2072
240,0.0122,-0.004,0.986,1.0274,-0.0301,-0.5547
250,-0.002,-0.0173,1.011,1.8398,-0.4954,-1.4098
260,-0.0098,0.0046,0.9608,-0.5548,1.2902,-1.2213
270,-0.0179,-0.026,1.0007,0.2857,1.3249,-0.9627
280,-0.036,0.0183,0.9992,1.8931,0.839,-1.6279
290,-0.0006,-0.0242,0.9802,0.7986,-0.7581,-1.6666
300,-0.0147,-0.0039,0.9856,-1.2263,1.8129,-1.1331
310,-0.0504,-0.0108,0.9888,-1.1854,0.6725,2.1094
320,-0.0201,0.0287,0.9844,1.5744,0.4612,1.2152
330,-0.0071,0.0325,1.019,-0.2054,-1.7832,0.0666
340,-0.0135,-0.0188,0.9887,-0.2644,-0.2208,-2.1329
