Time(ms),AccelX(g),AccelY(g),AccelZ(g),GyroX(dps),GyroY(dps),GyroZ(dps)
0,0.1296,0.041,1.0027,3.5267,8.2443,-0.4427
10,0.1318,0.0374,1.0098,2.0611,6.0,-2.1985
20,0.1301,0.0352,1.0056,0.9924,4.458,-3.1298
30,0.1338,0.0227,0.9976,0.3053,4.2748,-5.0229
40,0.1272,0.0623,1.0195,-2.0153,0.5344,-4.4733
50,0.1318,0.0757,0.9773,-1.7405,-0.6565,-1.542
60,0.1301,0.071,0.9548,5.1298,5.7099,1.3282
70,0.1147,0.0969,1.0164,4.3511,4.9924,5.084
80,0.1169,0.0964,1.0408,5.771,0.7634,7.0076
90,0.1277,0.1174,1.0115,5.1298,-0.9924,11.1756
100,0.1309,0.0518,0.9836,4.9771,-0.229,10.9466
110,0.1389,0.0261,0.9685,8.9466,1.8931,8.8702
120,0.1147,0.0383,0.9692,2.9771,2.7023,6.4885
130,0.1335,0.0793,0.9412,9.0534,7.5115,7.0229
140,0.1287,0.0811,0.9595,10.3969,12.7176,9.7863
150,0.1165,0.0764,1.0037,8.5649,13.1298,9.4351
160,0.1184,0.075,1.0435,6.9618,9.4809,8.3206
170,0.1104,0.0769,1.0469,6.2443,5.771,7.9695
180,0.1155,0.0962,1.0254,2.3359,3.6641,9.0229
190,0.1162,0.0762,0.9998,1.374,4.2901,8.7939
200,0.1235,0.0754,0.9832,-0.1069,5.2672,7.5267
210,0.1238,0.0798,1.0029,-2.9618,5.1298,6.4122
220,0.1252,0.0483,0.9861,-3.8931,3.4656,3.2519
230,0.1255,0.0625,0.9797,-2.7939,5.2519,1.6183
240,0.1223,0.0784,0.9856,-3.2672,6.4427,2.3053
250,0.1279,0.0623,0.9897,-4.1679,7.3282,2.1221
260,0.1228,0.0427,0.9937,-3.8473,7.4198,0.3817
270,0.1292,0.072,0.9976,-3.9542,7.771,-0.4427
280,0.1326,0.0828,1.0115,-5.3893,7.145,0.2137
290,0.1235,0.0706,1.011,-6.0458,6.0305,-0.2901
300,0.1128,0.071,1.0046,-5.6947,4.4275,0.4275
310,0.1245,0.0527,0.9797,-1.9847,6.3359,1.6794
320,0.1252,0.033,1.0071,-5.771,7.6489,0.3511
330,0.1233,0.021,1.0239,-5.8931,5.4656,-0.0305
340,0.1042,-0.0061,1.0398,-4.8092,1.0687,-3.7099
350,0.1165,0.0244,1.0037,-8.7786,0.1679,-4.5802
360,0.1111,0.0576,0.9993,-7.2977,-0.0153,-5.8626
370,0.114,0.0879,0.999,-7.8473,-2.2748,-4.7328
380,0.1091,0.0759,0.969,-9.6794,-0.0458,-3.3282
390,0.1084,0.0625,0.9688,-6.7939,1.6336,-2.5344
400,0.0986,0.0308,0.9731,-4.7634,3.9695,-2.3053
410,0.0984,0.0532,1.0125,-6.5191,5.145,-2.2748
420,0.0984,0.0635,1.0371,-7.7863,0.5954,-2.2748
430,0.1106,0.0571,1.0154,-9.3282,-2.2443,-1.2061
440,0.1167,0.0356,0.9883,-9.9695,-2.0458,-0.9771
450,0.1201,0.0073,0.9705,-8.4885,-1.7099,-2.3053
460,0.1257,0.0205,0.946,-8.458,1.1603,-2.4733
470,0.1252,0.0305,0.9636,-4.9924,4.1832,-2.5191
480,0.1182,0.0278,0.9956,-5.4198,4.1679,-2.0458
490,0.1201,0.0144,1.0134,-6.458,1.5573,-2.4733
500,0.1252,0.01,0.9968,-7.4351,-0.5649,-3.313
510,0.1348,0.001,0.9878,-5.0076,-1.6794,-5.374
520,0.1311,0.0266,0.9612,-6.8702,-0.8244,-4.3664
530,0.1289,0.0042,0.9553,-4.5344,1.9389,-5.0534
540,0.1206,0.0215,0.9614,-4.229,3.0992,-4.4885
550,0.1223,0.01,0.957,-4.0305,3.7557,-4.4275
560,0.1187,-0.0066,0.9719,-2.4275,5.3588,-6.5191
570,0.1206,0.0303,0.9939,-2.8855,4.916,-6.5802
580,0.1091,0.0227,1.0042,-3.4656,3.7557,-6.5802
590,0.1094,0.0249,1.0005,-3.4351,3.7863,-6.5038
600,0.1108,0.0405,1.0046,-2.0,3.4809,-5.8779
610,0.1069,0.0415,1.0132,-2.0153,1.1603,-5.4962
620,0.1101,0.0439,0.9917,-3.1298,-0.3206,-4.3969
630,0.1118,0.0427,0.9558,-2.3206,1.084,-4.2137
640,0.1099,0.0522,0.9568,-1.2214,5.6336,-2.4733
650,0.0984,0.0293,0.99,-0.2137,6.1374,-2.5802
660,0.1013,0.0374,1.0022,-1.0382,5.3282,-2.7176
670,0.1123,0.031,1.0093,-1.145,5.2366,-2.1069
680,0.1067,0.0322,1.0239,-1.542,4.4885,-1.7252
690,0.1011,0.0242,1.0146,-1.9695,3.145,-0.9466
700,0.0981,0.0181,1.01,-1.6336,3.8015,-1.6183
710,0.0969,0.0383,1.0129,-1.4198,5.3282,-0.6412
720,0.093,0.0137,1.033,0.6718,5.4504,-1.6336
730,0.0935,0.0447,1.0613,-0.8855,2.3817,-1.9237
740,0.0999,0.041,1.0457,-1.8473,-0.5802,-2.1527
750,0.1028,0.042,1.0151,-2.7176,-1.4351,-1.9847
760,0.1064,0.0474,1.0005,-1.771,-1.3893,-1.9389
770,0.1033,0.0432,0.981,-1.2519,-0.6565,-1.4046
780,0.1072,0.0437,0.9817,0.3511,0.458,-1.1145
790,0.1128,0.0337,0.98,0.5191,1.9389,-0.7176
800,0.1023,0.0322,0.9878,1.3435,1.4504,-1.6794
810,0.1055,0.0586,0.9993,-0.0153,-0.0458,-1.0534
820,0.1003,0.0544,0.9866,-0.2901,0.4275,-0.1374
830,0.1008,0.062,0.9844,-0.4275,1.7252,0.5344
840,0.0959,0.0713,1.0054,-0.5344,2.0763,2.1221
850,0.0979,0.0649,1.0061,-1.5725,1.0687,3.6031
860,0.1021,0.0525,1.0056,-1.9237,0.1069,4.1069
870,0.1025,0.0408,0.9861,-2.5191,-0.1527,4.3664
880,0.1111,0.0286,0.9805,-1.9084,1.0076,4.3664
890,0.1091,0.0059,0.98,-1.2977,1.5573,2.8702
900,0.1108,0.0198,0.9807,-0.4733,2.3664,2.2748
910,0.1133,0.0266,0.9922,-0.5802,2.6107,2.458
920,0.1099,0.0283,0.998,-1.1603,2.5649,2.6107
930,0.1091,0.0171,0.9868,-0.1832,4.0763,1.771
940,0.1023,0.0339,1.011,-0.458,4.8855,1.4809
950,0.0933,0.0415,1.0308,-0.229,3.5573,2.0305
960,0.0913,0.0391,1.0415,-0.3206,1.9389,2.5191
970,0.0925,0.0303,1.0352,-0.1374,0.229,2.1985
980,0.0981,0.0393,1.0312,-1.145,-0.229,3.2672
990,0.1045,0.0068,1.031,-0.4122,-1.1908,2.2443
1000,0.1069,-0.0034,1.0088,0.3206,-3.1908,-0.2137
1010,0.1152,0.0325,0.9929,0.9466,-2.5038,-0.3969
1020,0.1189,0.0374,0.9746,1.2824,-1.2977,0.3359
1030,0.1108,0.0454,0.9719,1.3282,0.1374,1.8168
