Time(ms),AccelX(g),AccelY(g),AccelZ(g),GyroX(dps),GyroY(dps),GyroZ(dps)
0,0.0247,-0.0874,1.0615,-3.1145,-1.9542,1.8321
10,0.0288,-0.1265,1.0217,1.4504,-2.0,1.0229
20,0.033,-0.1123,1.0286,-0.4122,-3.4046,1.5725
30,0.0422,-0.1406,0.9995,-0.0611,-6.1069,0.6412
40,0.0481,-0.1628,0.9561,0.5344,-2.7176,-1.0992
50,0.0486,-0.1936,0.949,3.6641,1.374,-3.0382
60,0.0325,-0.219,0.9546,3.5267,3.6947,-7.771
70,0.0422,-0.1663,0.9561,6.0,5.6336,-11.145
80,0.0376,-0.1001,0.9763,5.9542,6.5496,-9.2366
90,0.0396,-0.0742,1.0037,5.8931,6.9924,-6.7481
100,0.0417,-0.0293,1.0286,5.7099,4.4885,-3.3588
110,0.033,-0.0208,1.0586,-1.4962,-2.6565,2.8397
120,0.0383,-0.136,1.0,1.2824,-6.3359,2.8855
130,0.0559,-0.1301,0.9739,5.2519,-0.9618,3.2519
140,0.054,-0.1204,0.9888,-2.7481,-4.3969,-0.5954
150,0.0571,-0.1748,0.9336,-0.8855,-0.3053,-4.0153
160,0.0581,-0.1262,0.9324,3.0687,5.5878,-4.1527
170,0.0459,-0.1086,0.9729,6.0305,8.3053,-4.1374
180,0.0396,-0.0276,1.0217,1.9389,7.6183,-0.8702
190,0.0254,-0.0652,1.0557,-0.9924,4.2137,2.3511
200,0.0134,-0.0991,1.0635,1.374,-0.4275,2.3664
210,0.0063,-0.0806,1.0518,0.3511,-1.2366,1.8931
220,0.0327,-0.1057,1.0537,-2.7176,-7.5573,4.3359
230,0.0471,0.147,0.8982,-8.5496,-4.6565,6.6718
240,0.0557,0.1907,0.8682,-10.0,-3.4046,10.8855
250,0.0586,0.1597,0.8228,-5.5725,3.2519,15.9389
260,0.0137,0.0588,0.8835,1.8779,9.4656,15.8321
270,-0.0012,0.0979,0.9663,-2.4122,6.0763,15.313
280,-0.0015,0.1074,0.9819,-6.5344,2.8702,18.0763
290,-0.0222,0.0576,0.9678,-5.1145,5.0534,14.5649
300,-0.012,0.123,0.981,-0.3359,9.2214,14.1221
310,-0.0452,0.1516,1.0552,0.2901,13.2214,16.3817
320,-0.0432,0.2134,1.1719,-3.5878,7.2672,15.6031
330,-0.04,0.2476,1.2019,-17.8321,-8.1221,19.9542
340,-0.0286,0.1838,1.0754,-22.0763,-16.5038,23.4962
350,-0.0205,0.1145,0.9172,-12.3359,-11.145,20.0153
360,-0.0037,0.1995,0.905,-7.2519,4.3206,24.2595
370,0.0098,0.2905,1.0295,-2.7481,6.7786,29.0382
380,-0.0178,0.3896,1.1211,-8.5038,-2.9313,40.626
390,0.0286,0.4524,1.1145,-10.8397,-12.8397,51.9847
400,0.0562,0.5325,1.0586,-8.1985,-15.771,70.0
410,0.0974,0.6938,1.0566,-9.4656,-15.8779,96.2137
420,0.0674,0.7217,1.0942,-14.4885,-24.8092,123.9847
430,-0.0291,0.4939,1.0569,-18.5191,-31.5114,142.1832
440,-0.1094,0.2368,1.043,-23.2672,-35.9847,146.0153
450,-0.1008,0.0525,0.9736,-22.4122,-39.8168,137.8015
460,-0.0171,0.0925,0.8777,-11.8779,-29.6489,134.9618
470,0.0212,0.2471,0.9119,4.3206,-15.084,141.9847
480,0.0264,0.355,1.0642,-4.5954,-10.5954,158.5191
490,0.0493,0.4932,1.1675,-10.7023,-23.0076,175.6641
500,0.0732,0.5942,1.1292,-25.5573,-39.313,200.1527
510,0.0972,0.6726,0.9556,-32.1374,-43.8015,227.4809
520,0.0623,0.6602,0.812,-31.145,-34.5344,257.9237
530,-0.0327,0.5498,0.7849,-33.2824,-21.1908,283.2214
540,-0.1389,0.291,0.762,-37.7252,-16.9008,293.6031
550,-0.1897,0.0908,0.738,-27.3282,-4.0153,292.4733
560,-0.1836,-0.0085,0.7839,-14.7481,3.3588,289.5114
570,-0.1777,0.0342,0.7949,16.1069,16.4427,289.9084
580,-0.1843,0.2312,0.9658,34.0458,27.4198,304.0458
590,-0.2161,0.2935,1.1406,48.7176,19.5725,314.3206
600,-0.283,0.3179,1.2244,53.4809,5.2214,332.8092
610,-0.3191,0.1357,1.218,45.8473,-14.4427,341.4656
620,-0.3279,-0.0562,1.1023,45.6031,-22.1832,330.4122
630,-0.2651,0.033,0.9878,54.8244,-10.855,315.3435
640,-0.2563,0.4253,1.123,52.1221,6.5191,323.5725
650,-0.3008,0.3198,1.2656,17.2977,-16.3359,331.4046
660,-0.3088,0.2161,1.095,-4.6107,-39.9695,328.0611
670,-0.2937,-0.0369,0.8201,-22.7481,-35.6336,318.6107
680,-0.2812,-0.3118,0.6023,-18.8244,-12.7023,297.2366
690,-0.1936,-0.4729,0.5911,-4.5802,24.0153,269.2824
700,-0.2207,-0.4829,0.8132,14.4275,43.9389,243.0229
710,-0.1816,-0.457,1.0828,-13.1756,34.2595,217.1603
720,-0.1458,-0.4988,1.1047,-15.7252,8.7328,190.0153
730,-0.0886,-0.3923,0.9844,-20.8092,6.2595,173.7405
740,-0.0601,-0.447,0.9604,-9.5267,10.9008,158.0916
750,-0.0725,-0.3906,1.0251,-3.3893,11.9542,142.8397
