Time(ms),AccelX(g),AccelY(g),AccelZ(g),GyroX(dps),GyroY(dps),GyroZ(dps)
0,0.1021,-0.0269,1.1975,10.9771,-4.3053,-9.7863
10,0.0886,-0.0151,1.1218,11.4198,-17.3435,-11.7252
20,0.1243,0.0466,0.9868,6.687,-15.2824,-13.1298
30,0.1208,0.0315,0.9683,3.4962,-8.229,-13.4046
40,0.0872,0.0562,0.9873,11.1908,-4.2443,-9.9695
50,0.0886,0.0974,1.0576,-7.6641,-4.5038,-12.1985
60,0.0962,0.0969,1.1018,0.5802,-11.1145,-4.1832
70,0.0791,0.0063,1.1169,11.084,-24.9008,-3.5115
80,0.116,0.0264,1.0505,6.0763,-35.2061,-8.5496
90,0.1438,0.0225,0.9902,5.1298,-35.7557,-12.8702
100,0.093,-0.0808,0.9851,-2.2748,-32.3359,-22.3053
110,0.1292,0.1245,0.9602,8.6412,-38.9313,-18.9618
120,0.1392,0.0146,0.8926,3.9237,-32.6565,-10.8702
130,0.1494,0.0525,0.8286,20.4122,-12.3817,-13.3435
140,0.146,0.0964,0.9692,7.0534,-3.9237,-9.1145
150,0.1245,0.0811,1.0281,4.7634,-13.3282,-8.0305
160,0.1326,0.054,1.0112,8.2595,-23.084,-9.0687
170,0.1221,0.0229,0.938,17.3435,-24.8244,-10.458
180,0.145,0.0591,0.8975,26.3969,-18.7176,-10.6107
190,0.1526,0.084,0.9067,25.9389,-12.9313,-7.4962
200,0.1504,0.0527,0.9382,20.3359,-7.9389,-9.771
210,0.1379,0.0891,1.0032,20.3359,-11.2061,-11.8015
220,0.1516,0.1094,0.9922,18.2901,-13.4656,-11.4046
230,0.1536,0.1045,0.9775,18.3664,-13.1145,-11.4504
240,0.1628,0.0776,0.957,15.1908,-9.3282,-12.1221
250,0.1592,0.0759,0.9319,30.8397,-7.3893,-9.8168
260,0.1619,0.0647,0.9297,37.4504,-4.6107,-9.6183
270,0.1492,0.0757,0.9441,40.2443,-6.1069,-12.6412
280,0.1472,0.1562,0.9277,35.0229,-6.0458,-12.5191
290,0.1711,0.2056,0.8967,33.6947,0.458,-6.3053
300,0.1599,0.176,0.9155,31.4351,8.1985,-2.0
310,0.1536,0.1724,0.9578,29.4504,7.7252,-1.0229
320,0.1436,0.1643,0.9487,31.3588,5.5725,-0.8397
